"시도별",2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020
"시도별",엽채류:면적 (ha),생산량 (톤),배추:면적 (ha),생산량 (톤),노지배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지봄배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),일반봄배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지겨울배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),시설배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),시금치:면적 (ha),생산량 (톤),노지시금치:면적 (ha),10a당 생산량 (kg),생산량 (톤),시설시금치:면적 (ha),10a당 생산량 (kg),생산량 (톤),상추:면적 (ha),생산량 (톤),노지상추:면적 (ha),10a당 생산량 (kg),생산량 (톤),시설상추:면적 (ha),10a당 생산량 (kg),생산량 (톤),양배추:면적 (ha),10a당 생산량 (kg),생산량 (톤)
"계",46481,2715655,30949,2242640,28941,7442,2153667,10863,4913,533728,5808,5371,311906,5056,4387,221822,13854,9670,1339742,4224,6634,280197,2008,4431,88973,4627,63005,2304,1085,24999,2323,1636,38006,3814,96774,859,1773,15233,2955,2760,81541,7091,4417,313236
"서울특별시",17,513,3,252,3,8738,229,0,8065,1,0,4661,1,0,0,0,3,8741,228,0,0,0,1,3963,23,7,199,0,2235,10,6,3000,189,7,59,0,2800,12,6,775,47,0,4612,3
"부산광역시",269,12017,71,7510,71,10590,7504,23,5392,1237,23,5394,1237,0,0,0,48,13079,6267,0,0,0,0,4320,6,33,559,32,1663,532,1,1927,27,136,3105,57,1856,1052,79,2594,2053,29,2908,843
"대구광역시",532,22894,239,12758,94,8706,8151,27,5385,1478,27,5385,1478,0,0,0,66,10084,6673,0,0,0,146,3159,4607,65,1409,16,1488,240,49,2371,1169,33,787,13,2173,291,19,2561,496,195,4081,7940
"인천광역시",187,14360,127,13087,125,10402,12957,8,3156,237,8,3159,237,0,0,0,117,10867,12720,0,0,0,2,5250,130,33,646,14,1065,150,18,2686,496,25,528,18,1737,310,7,3079,218,2,4612,99
"광주광역시",127,9152,82,7285,64,10589,6738,5,4097,214,5,4098,214,0,0,0,58,11173,6523,0,3388,1,18,3041,547,6,69,4,971,38,2,1954,31,6,140,4,2090,87,2,2869,53,34,4933,1658
"대전광역시",98,5325,55,4469,51,8505,4375,8,1796,145,8,1796,145,0,0,0,43,9754,4230,0,0,0,3,2698,94,1,9,1,1463,9,0,0,0,42,837,14,952,136,28,2510,701,0,2832,10
"울산광역시",146,9171,108,8517,74,9741,7200,6,5000,281,6,5000,281,0,0,0,68,10131,6919,0,0,0,34,3906,1317,5,57,5,1110,56,0,1445,1,29,499,23,1719,391,7,1619,108,4,2544,98
"세종특별자치시",100,4212,52,3181,38,8133,3112,2,4035,95,2,4045,95,0,0,0,36,8401,3017,0,0,0,13,518,69,7,115,0,1373,3,7,1693,112,35,733,0,1170,3,35,2075,730,6,2832,183
"경기도",4704,212951,2360,159998,1611,8088,130309,393,4661,18335,393,4661,18335,0,0,0,1211,9211,111503,7,6634,471,749,3963,29689,1359,23408,69,1947,1347,1290,1710,22061,897,25535,246,2030,4987,652,3153,20548,87,4612,4010
"강원도",8329,446263,6835,384800,6783,5647,383070,5263,4537,238785,840,4958,41637,4423,4457,197148,1520,9492,144285,0,0,0,52,3329,1730,47,712,6,1750,107,41,1485,605,162,2157,129,1035,1339,33,2514,818,1285,4561,58594
"충청북도",3433,211418,2701,190786,2597,7215,187381,595,4550,27072,595,4550,27072,0,0,0,2002,8007,160309,0,0,0,103,3290,3405,315,4507,22,1414,313,293,1432,4194,214,7497,6,1317,73,208,3561,7424,203,4240,8628
"충청남도",3194,178271,1777,147063,1504,8844,133046,230,6533,15013,230,6533,15013,0,0,0,1275,9261,118033,0,0,0,273,5141,14017,148,2540,16,1463,238,132,1749,2302,937,19272,69,1692,1162,869,2085,18110,332,2832,9396
"전라북도",3240,227721,2255,198191,2101,9019,189497,575,5441,31304,546,5560,30360,29,3217,944,1526,10368,158193,0,0,0,154,5660,8694,152,1393,41,1070,438,111,862,955,767,24558,18,2550,453,749,3217,24105,67,5361,3579
"전라남도",11888,862632,9000,740439,8766,8280,725841,1251,6227,77883,1251,6227,77883,0,0,0,3349,11095,371543,4167,6634,276415,234,6239,14598,510,6512,419,1222,5123,91,1524,1389,73,2037,39,3110,1214,34,2394,823,2304,4933,113644
"경상북도",5020,297721,4172,277456,3969,6763,268380,2022,4953,100179,1423,5385,76624,600,3929,23555,1946,8643,168201,0,0,0,203,4468,9076,323,4556,133,1214,1611,191,1544,2945,282,4854,172,1554,2673,110,1989,2181,243,4466,10855
"경상남도",2654,95717,871,74447,849,8656,73476,263,4715,12378,259,4714,12203,4,4740,175,586,10422,61098,0,0,0,22,4320,971,1554,15574,1463,960,14044,91,1679,1530,158,3917,49,2072,1022,109,2656,2895,70,2544,1779
"제주도",2544,105317,242,12401,242,5129,12401,192,4737,9091,192,4737,9091,0,0,0,0,0,0,50,6634,3310,0,0,0,62,740,62,1201,740,0,0,0,10,259,2,1493,28,8,2905,231,2231,4120,91917
