"시도별",2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
"시도별",엽채류:면적 (ha),생산량 (톤),배추:면적 (ha),생산량 (톤),노지배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지봄배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),일반봄배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지겨울배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),시설배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),시금치:면적 (ha),생산량 (톤),노지시금치:면적 (ha),10a당 생산량 (kg),생산량 (톤),시설시금치:면적 (ha),10a당 생산량 (kg),생산량 (톤),상추:면적 (ha),생산량 (톤),노지상추:면적 (ha),10a당 생산량 (kg),생산량 (톤),시설상추:면적 (ha),10a당 생산량 (kg),생산량 (톤),양배추:면적 (ha),10a당 생산량 (kg),생산량 (톤)
"계",46339,2555028,30085,2017507,27642,6889,1904201,11023,4810,530152,5471,5210,285034,5551,4415,245118,13345,8598,1147465,3274,6920,226584,2443,4638,113306,3749,54444,1475,1189,17534,2274,1623,36910,3830,97137,772,1894,14628,3058,2698,82509,8675,4449,385940
"서울특별시",32,1403,11,1021,11,9150,999,5,4661,228,5,4663,228,0,0,0,6,12793,771,0,0,0,1,3935,22,6,159,4,2235,88,2,3000,71,14,215,5,2800,149,9,775,66,0,4612,8
"부산광역시",195,7765,42,4321,41,10531,4276,5,5325,259,5,5317,259,0,0,0,36,11239,4017,0,0,0,1,4320,45,32,540,31,1662,507,2,1927,33,77,1602,51,1855,942,26,2554,660,45,2908,1302
"대구광역시",411,16017,347,14304,95,6574,6238,27,4910,1343,27,4912,1343,0,0,0,68,7248,4895,0,0,0,252,3201,8066,30,669,5,1488,73,25,2371,596,19,454,10,2173,213,9,2561,241,14,4081,590
"인천광역시",253,16241,161,14334,150,9143,13711,12,3149,378,12,3150,378,0,0,0,138,9664,13333,0,0,0,12,5400,623,45,668,33,1065,348,12,2685,320,38,824,26,1747,448,12,3078,376,9,4612,415
"광주광역시",148,7794,106,6256,62,7997,4954,19,4092,792,19,4094,792,0,0,0,43,9772,4162,0,0,0,44,2946,1302,10,99,10,971,94,0,1954,5,6,131,5,2049,103,1,2869,28,25,5132,1308
"대전광역시",84,5342,70,5028,68,7337,4975,9,1791,154,9,1796,154,0,0,0,59,8143,4821,0,0,0,2,2698,53,2,30,2,1429,24,0,1474,6,10,207,2,952,19,8,2405,188,3,2834,77
"울산광역시",135,7859,100,7268,95,7473,7080,10,5000,503,10,5000,503,0,0,0,85,7767,6577,0,0,0,5,3906,188,7,72,7,1112,72,0,0,0,25,422,19,1719,334,5,1617,88,4,2544,97
"세종특별자치시",66,5382,62,5326,62,8530,5326,12,4051,487,12,4047,487,0,0,0,50,9598,4839,0,0,0,0,518,0,1,21,0,1529,7,1,1694,14,2,22,1,1283,16,0,2075,6,0,2834,13
"경기도",4803,200246,2248,150444,1473,8141,119944,288,4663,13434,288,4663,13434,0,0,0,1185,8986,106510,0,0,0,775,3935,30500,1741,28796,108,1962,2127,1632,1634,26669,737,17424,243,2001,4868,494,2544,12556,78,4612,3582
"강원도",9348,470449,7567,394259,7541,5217,393382,6096,4579,279131,953,5167,49258,5143,4470,229873,1445,7906,114251,0,0,0,26,3343,877,81,1345,50,1773,891,30,1492,454,108,1610,75,1031,769,34,2486,841,1592,4600,73235
"충청북도",3686,222392,3075,202280,2989,6672,199465,686,4491,30787,686,4491,30787,0,0,0,2304,7321,168678,0,0,0,86,3286,2815,143,2247,12,1414,174,130,1592,2073,238,8338,10,1333,130,229,3591,8208,230,4151,9527
"충청남도",3170,168950,1758,137068,1472,8298,122170,261,6549,17111,261,6549,17111,0,0,0,1211,8676,105059,0,0,0,285,5222,14898,102,1620,51,1429,724,52,1736,896,857,17407,86,1595,1374,770,2081,16033,454,2834,12855
"전라북도",3411,206023,2085,162548,1834,8090,148359,538,5164,27769,449,5552,24901,89,3214,2868,1296,9304,120590,0,0,0,251,5657,14189,72,736,41,1148,466,32,847,270,1116,35374,53,2398,1271,1063,3207,34103,137,5359,7365
"전라남도",11285,789114,8201,648204,7712,8010,617727,1250,5839,72993,1250,5839,72993,0,0,0,3226,9933,320451,3236,6931,224283,489,6234,30477,325,4201,247,1223,3023,78,1520,1178,192,4958,45,3141,1420,147,2410,3538,2567,5132,131751
"경상북도",4425,229021,3388,202666,3255,6043,196706,1543,4698,72474,1231,4912,60477,312,3850,11997,1712,7256,124232,0,0,0,133,4468,5960,381,5329,159,1211,1930,222,1531,3399,241,4508,81,1656,1348,160,1976,3160,414,3987,16518
"경상남도",1658,66968,696,53917,640,8050,51498,163,4706,7653,155,4704,7273,8,4741,380,477,9190,43845,0,0,0,56,4320,2419,736,7454,688,967,6650,48,1674,804,142,3425,56,2082,1166,86,2641,2259,85,2544,2172
"제주도",3229,134062,168,8263,142,5202,7391,100,4677,4656,100,4677,4656,0,0,0,4,9933,434,38,6029,2301,26,3395,872,35,458,28,1201,336,7,1664,122,9,216,4,1493,58,5,2906,158,3017,4148,125125
