시도별,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
시도별,근채류:면적 (ha),생산량 (톤),무:면적 (ha),생산량 (톤),노지무:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지봄무:면적 (ha),10a당 생산량 (kg),생산량 (톤),일반봄무:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지무:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을무:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을일반무:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을총각무:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지겨울무:면적 (ha),10a당 생산량 (kg),생산량 (톤),시설무:면적 (ha),10a당 생산량 (kg),생산량 (톤),당근:면적 (ha),10a당 생산량 (kg),생산량 (톤)
계,23248,1284450,20272,1172345,19593,5830,1142246,7786,4038,314417,5017,4002,200799,2769,4103,113618,5919,7359,435551,4930,7829,385948,989,5017,49604,5888,6662,392278,679,4433,30099,2976,3767,112105
서울특별시,10,578,10,575,10,5714,553,4,3810,134,4,3818,134,0,0,0,6,6800,419,4,7412,316,2,5424,103,0,0,0,1,4006,22,0,3063,3
부산광역시,127,6051,35,2627,33,7919,2602,5,3852,198,5,3861,198,0,0,0,28,8673,2404,27,8861,2365,1,3763,38,0,0,0,2,1321,25,92,3721,3424
대구광역시,31,2480,28,2417,27,8879,2366,1,4324,62,1,4303,62,0,0,0,25,9138,2304,25,9161,2300,0,3763,4,0,0,0,2,3236,51,2,2662,63
인천광역시,107,8857,103,8744,103,8486,8739,2,3827,71,2,3818,71,0,0,0,101,8572,8668,82,9218,7573,19,5773,1095,0,0,0,0,4006,5,4,3063,113
광주광역시,130,9085,129,9082,112,7218,8114,13,3498,466,13,3500,466,0,0,0,99,7718,7648,99,7718,7648,0,0,0,0,0,0,17,5688,968,0,1193,3
대전광역시,26,1552,25,1516,22,6317,1409,3,3073,102,3,3083,102,0,0,0,19,6884,1307,17,7083,1171,2,5545,136,0,0,0,2,4659,107,1,2851,36
울산광역시,45,3310,41,3137,40,7684,3112,0,1766,3,0,1482,3,0,0,0,40,7709,3109,40,7721,3104,0,3763,5,0,0,0,1,3634,25,4,4133,173
세종특별자치시,10,549,9,541,7,6169,442,0,3436,10,0,3460,10,0,0,0,7,6285,432,7,6297,426,0,5545,6,0,0,0,2,4659,99,0,2851,8
경기도,2154,109403,2113,108156,2032,5163,104889,1100,3818,42012,1100,3818,42012,0,0,0,931,6751,62877,622,7412,46094,309,5424,16783,0,0,0,82,4006,3267,41,3063,1247
강원도,4418,182932,3848,165611,3809,4320,164542,3271,4132,135139,716,4074,29170,2555,4148,105969,538,5464,29403,431,5854,25222,107,3897,4181,0,0,0,39,2730,1069,570,3038,17321
충청북도,591,26754,588,26735,576,4476,25793,364,4258,15481,364,4258,15481,0,0,0,213,4848,10312,167,5148,8579,46,3763,1733,0,0,0,12,7708,942,2,815,19
충청남도,1491,81902,1455,81233,1430,5608,80201,598,2374,14199,598,2374,14199,0,0,0,832,7933,66002,719,8307,59753,113,5545,6250,0,0,0,25,4140,1032,36,1883,669
전라북도,2477,178649,2467,178408,2285,7401,169135,837,6438,53853,735,6575,48305,102,5447,5548,1449,7958,115282,1319,8163,107646,130,5873,7636,0,0,0,182,5108,9273,10,2438,241
전라남도,1611,104065,1554,102422,1292,7043,90997,322,4687,15108,322,4687,15108,0,0,0,970,7826,75888,764,8670,66241,206,4691,9647,0,2192,1,262,4362,11425,57,2894,1643
경상북도,1562,56079,1411,52063,1388,3697,51301,984,2773,27275,873,2893,25264,110,1824,2011,404,5945,24026,351,6272,22046,53,3763,1980,0,0,0,23,3295,762,151,2662,4016
경상남도,1198,59619,344,24305,316,7378,23278,116,3862,4486,114,3861,4396,2,3897,90,199,9427,18792,199,9433,18783,0,3763,9,0,0,0,28,3634,1027,854,4133,35314
제주도,7263,452586,6111,404774,6111,6623,404774,166,3506,5818,166,3506,5818,0,0,0,57,11694,6679,57,11694,6679,0,0,0,5888,6662,392277,0,0,0,1151,4153,47812
