"시도별",2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020
"시도별",근채류:면적 (ha),생산량 (톤),무:면적 (ha),생산량 (톤),노지무:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지봄무:면적 (ha),10a당 생산량 (kg),생산량 (톤),일반봄무:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지무:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을무:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을일반무:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을총각무:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지겨울무:면적 (ha),10a당 생산량 (kg),생산량 (톤),시설무:면적 (ha),10a당 생산량 (kg),생산량 (톤),당근:면적 (ha),10a당 생산량 (kg),생산량 (톤)
"계",23473,1279506,20519,1178631,19550,5812,1136321,7817,3974,310617,5025,3922,197063,2792,4067,113554,5147,7705,396605,4633,8039,372436,515,4696,24169,6586,6516,429099,969,4365,42310,2954,3415,100875
"서울특별시",9,379,8,335,6,4526,255,1,3870,56,0,3832,1,1,3856,55,3,6530,180,2,7864,124,1,4752,56,1,1337,19,2,3600,80,1,3023,44
"부산광역시",79,6020,66,5556,56,9070,5120,12,3836,462,12,3840,447,0,3897,15,44,10543,4640,44,10543,4640,0,0,0,0,4572,18,10,4375,436,12,3721,464
"대구광역시",65,3331,65,3312,63,5169,3262,41,4303,1783,41,4303,1783,0,0,0,22,6825,1479,22,6842,1473,0,4374,7,0,0,0,2,3236,50,1,2642,19
"인천광역시",111,10053,106,9883,103,9508,9782,12,3829,441,11,3832,423,0,3856,18,91,10269,9335,79,10767,8548,12,6837,787,0,1337,6,3,3600,101,6,3023,170
"광주광역시",45,2954,45,2948,31,6932,2183,5,3510,166,5,3500,166,0,0,0,27,7537,2017,27,7537,2017,0,0,0,0,0,0,13,5755,765,0,1193,6
"대전광역시",22,1358,19,1289,19,6655,1289,5,3120,166,5,3083,161,0,5401,5,14,8043,1122,12,8609,1026,2,4724,96,0,1337,1,0,0,0,2,2890,69
"울산광역시",57,3343,56,3293,45,6449,2913,6,1478,87,6,1482,87,0,0,0,39,7194,2826,39,7201,2821,0,4374,4,0,0,0,11,3600,380,1,4131,50
"세종특별자치시",33,1783,28,1641,19,6508,1260,3,3464,104,3,3460,104,0,0,0,16,7066,1156,16,7156,1127,1,4724,29,0,0,0,8,4504,381,5,2890,142
"경기도",1909,99438,1808,96385,1677,5436,91142,774,3832,29673,758,3832,29031,17,3856,642,886,6915,61246,616,7864,48403,270,4752,12843,17,1337,223,131,4006,5243,101,3023,3053
"강원도",3662,149764,3178,135043,3154,4261,134414,2615,3993,104405,266,4074,10838,2349,3984,93567,537,5589,29990,471,5799,27326,65,4079,2665,3,629,19,23,2682,629,485,3038,14721
"충청북도",951,41090,903,40702,894,4476,40013,703,4019,28256,702,4019,28210,1,3856,46,190,6193,11741,179,6301,11276,11,4374,465,1,1337,16,9,7500,689,48,815,388
"충청남도",1395,70907,1364,70296,1330,5180,68890,592,2551,15097,570,2444,13942,21,5401,1155,717,7465,53507,591,8048,47567,126,4724,5939,21,1337,286,34,4191,1406,32,1921,611
"전라북도",2314,173397,2235,171518,1995,7971,159026,719,6375,45866,603,6563,39569,117,5401,6297,1236,9114,112630,1236,9114,112627,0,4724,3,40,1337,530,241,5194,12492,79,2388,1879
"전라남도",2200,130079,1965,124506,1636,6732,110154,616,4897,30189,435,4687,20375,182,5401,9814,838,8376,70206,813,8489,69020,25,4724,1185,182,5371,9759,329,4362,14352,234,2379,5573
"경상북도",1757,61129,1569,56162,1502,3595,54000,1186,2903,34423,1082,3002,32490,103,1868,1933,316,6189,19577,314,6200,19488,2,4374,89,0,0,0,67,3251,2162,188,2642,4967
"경상남도",1454,66408,609,31490,521,5436,28346,349,3840,13383,348,3840,13376,0,3897,7,173,8655,14955,173,8656,14953,0,4374,2,0,4572,8,87,3600,3144,845,4131,34918
"제주도",7411,458075,6497,424274,6497,6530,424274,178,3414,6060,178,3414,6060,0,0,0,0,0,0,0,0,0,0,0,0,6319,6618,418214,0,0,0,914,3699,33801
