"시도별",2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011
"시도별",근채류:면적 (ha),생산량 (톤),무:면적 (ha),생산량 (톤),노지무:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지봄무:면적 (ha),10a당 생산량 (kg),생산량 (톤),일반봄무:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지무:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을무:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을일반무:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을총각무:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지겨울무:면적 (ha),10a당 생산량 (kg),생산량 (톤),시설무:면적 (ha),10a당 생산량 (kg),생산량 (톤),당근:면적 (ha),10a당 생산량 (kg),생산량 (톤)
"계",31871,1585441,29022,1491747,27532,5184,1427270,17784,3995,710416,15071,4219,635880,2713,2747,74536,9748,7354,716854,8340,7831,653113,1408,4527,63742,0,0,0,1490,4327,64477,2849,3289,93694
"서울특별시",23,1150,23,1150,14,6293,881,0,0,0,0,0,0,0,0,0,14,6291,881,10,6903,690,4,4760,190,0,0,0,9,2986,269,0,0,0
"부산광역시",258,11082,108,6639,58,8095,4695,3,3900,117,3,3888,117,0,0,0,55,8323,4578,55,8323,4578,0,0,0,0,0,0,50,3888,1944,150,2962,4443
"대구광역시",56,3472,56,3472,51,6427,3278,11,3873,426,11,3870,426,0,0,0,40,7130,2852,40,7130,2852,0,0,0,0,0,0,5,3870,194,0,0,0
"인천광역시",160,13706,160,13706,135,9334,12601,8,4413,353,8,4418,353,0,0,0,127,9644,12248,118,10017,11820,9,4760,428,0,0,0,25,4418,1105,0,0,0
"광주광역시",257,15607,257,15607,185,6646,12296,31,4597,1425,31,4598,1425,0,0,0,154,7059,10871,154,7059,10871,0,0,0,0,0,0,72,4598,3311,0,0,0
"대전광역시",51,3136,50,3116,36,7158,2577,3,3867,116,3,3852,116,0,0,0,33,7457,2461,32,7568,2422,1,3895,39,0,0,0,14,3852,539,1,2008,20
"울산광역시",85,6058,85,6058,74,7703,5700,11,3255,358,11,3256,358,0,0,0,63,8480,5342,63,8480,5342,0,0,0,0,0,0,11,3256,358,0,0,0
"경기도",2947,154620,2947,154620,2798,5367,150171,782,2986,23351,782,2986,23351,0,0,0,2016,6291,126820,1440,6903,99403,576,4760,27417,0,0,0,149,2986,4449,0,0,0
"강원도",4318,143708,4036,136080,3990,3368,134380,3511,2972,104347,839,3695,31001,2672,2745,73346,479,6270,30033,436,6556,28584,43,3371,1450,0,0,0,46,3695,1700,282,2705,7628
"충청북도",1435,70821,1408,70122,1398,4983,69660,1014,4623,46877,1014,4623,46877,0,0,0,384,5933,22783,320,6477,20727,64,3212,2056,0,0,0,10,4623,462,27,2589,699
"충청남도",3265,200373,3228,199600,3074,6251,192168,1201,4826,57960,1201,4826,57960,0,0,0,1873,7165,134208,1641,7628,125172,232,3895,9035,0,0,0,154,4826,7432,37,2088,773
"전라북도",3688,248992,3684,248876,3355,6908,231768,1119,5193,58110,1116,5200,58032,3,2610,78,2236,7766,173658,2009,8194,164627,227,3978,9031,0,0,0,329,5200,17108,4,2896,116
"전라남도",2733,171863,2663,170123,2313,6707,155136,931,4282,39865,931,4282,39865,0,0,0,1382,8341,115271,1139,8921,101609,243,5622,13662,0,0,0,350,4282,14987,70,2486,1740
"경상북도",2221,87216,2048,83465,1926,4127,79478,1513,3264,49391,1502,3268,49085,11,2786,306,413,7285,30087,410,7315,29990,3,3212,96,0,0,0,122,3268,3987,173,2168,3751
"경상남도",1161,63378,762,50031,620,7014,43485,231,4420,10210,204,4610,9404,27,2986,806,389,8554,33275,383,8600,32937,6,5622,337,0,0,0,142,4610,6546,399,3345,13347
"제주도",9213,390259,7507,329082,7505,4384,328996,7415,4282,317510,7415,4282,317510,0,0,0,90,12762,11486,90,12762,11486,0,0,0,0,0,0,2,4282,86,1706,3586,61177
