"시도별",2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
"시도별",조미채소:면적 (ha),생산량 (톤),고추:면적 (ha),생산량 (톤),건고추:면적 (ha),10a당 생산량 (kg),생산량 (톤),풋고추:면적 (ha),10a당 생산량 (kg),생산량 (톤),파:면적 (ha),생산량 (톤),노지파:면적 (ha),10a당 생산량 (kg),생산량 (톤),시설파:면적 (ha),10a당 생산량 (kg),생산량 (톤),대파:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지대파:면적 (ha),10a당 생산량 (kg),생산량 (톤),시설대파:면적 (ha),10a당 생산량 (kg),생산량 (톤),쪽파:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지쪽파:면적 (ha),10a당 생산량 (kg),생산량 (톤),시설쪽파:면적 (ha),10a당 생산량 (kg),생산량 (톤),양파:면적 (ha),10a당 생산량 (kg),생산량 (톤),생강:면적 (ha),10a당 생산량 (kg),생산량 (톤),마늘:면적 (ha),10a당 생산량 (kg),생산량 (톤)
"계",99655,2675420,37761,261132,33373,278,92757,4388,3837,168375,18202,493162,15703,2730,428684,2500,2580,64478,13174,2939,387178,11400,2953,336657,1774,2848,50521,5028,2108,105984,4302,2139,92027,726,1923,13957,18461,8541,1576752,3231,1109,35842,21999,1402,308532
"서울특별시",43,774,13,103,10,304,31,3,2594,72,24,543,22,2082,468,2,3860,75,21,2172,452,19,2000,377,2,3846,75,4,2514,91,4,2500,91,0,0,0,1,5921,85,0,835,2,4,1048,40
"부산광역시",646,16747,63,319,59,302,179,3,4086,140,520,14384,470,2825,13272,50,2203,1112,476,2851,13578,430,2914,12516,47,2273,1062,44,1828,806,40,1873,756,4,1341,50,26,6173,1581,1,1215,12,36,1260,451
"대구광역시",1215,42081,149,311,146,185,270,3,1418,41,374,9224,320,2282,7310,54,3531,1914,364,2470,8991,314,2297,7223,50,3571,1768,11,2215,233,6,1489,87,5,3121,146,332,7968,26488,0,1120,4,359,1686,6053
"인천광역시",773,8631,480,1493,473,261,1234,7,3976,259,206,4422,148,1942,2880,58,2661,1542,154,2179,3352,103,1873,1932,51,2802,1420,52,2042,1070,45,2100,948,7,1676,122,27,7460,2045,3,835,28,56,1144,643
"광주광역시",556,12958,452,8777,115,181,208,337,2539,8569,23,589,20,2638,526,3,1881,63,15,2851,438,15,2853,438,0,0,0,8,1906,151,5,1917,88,3,1894,63,42,7347,3120,4,860,31,34,1292,442
"대전광역시",175,2082,97,291,95,268,256,2,1820,35,29,491,23,1402,317,6,2756,174,19,1990,380,14,1638,229,5,2967,151,10,1130,111,9,1023,88,1,1895,23,13,7046,905,4,988,42,31,1131,353
"울산광역시",345,4913,176,685,166,286,475,10,2024,210,77,1494,76,1939,1477,1,2173,17,48,1678,811,48,1669,794,1,2150,17,29,2387,683,29,2388,683,0,1341,0,31,7015,2164,2,1215,21,59,927,549
