INQ_YMD,PDLT_CODE,PDLT_NM,NMYR_RATE,BFRT_RATE,SPCS_CODE,WHSL_DAIL_PRCE,RTSL_DAIL_PRCE
일자,품목코드,품목명,평년 비율,전일 비율,품종코드,도매일일가격,소매일일가격
20090929,1207,건고추,18.732,0,1207,6180,7791
20090929,1209,마늘,18.06,0,12A9,4040,5718
20090929,1209,마늘,16.154,0,1209,2380,0
20090929,1201,양파,-1.069,0.772,1201,648,1366
20090929,1202,대파,21.201,-5.18,1202,1332,3046
20090930,1001,배추,-24.025,-14.825,1001,1695.333,3174
20090930,1101,무,0,0,1101,0,1400
20090930,1207,건고추,18.732,0,1207,6180,7791
20090930,1209,마늘,18.06,0,12A9,4040,5718
20090930,1209,마늘,16.154,0,1209,2380,0
20090930,1201,양파,0.305,1.37,1201,657,1398
20090930,1202,대파,34.941,10.182,1202,1483,3100
20091001,1001,배추,-11.414,-10.879,1001,1529,3224
20091001,1101,무,0,0,1101,0,1385
20091001,1207,건고추,19.006,0,1207,6180,7791
20091001,1209,마늘,17.991,0,12A9,4040,5625
20091001,1209,마늘,16.041,0,1209,2380,0
20091001,1201,양파,6.428,7.725,1201,712,1412
20091001,1202,대파,31.62,3.451,1202,1536,3105
20091002,1001,배추,-27.926,-22.877,1001,1244.333,3224
20091002,1101,무,0,0,1101,0,1385
20091002,1207,건고추,19.006,0,1207,6180,7791
20091002,1209,마늘,16.822,-1,12A9,4000,5718
20091002,1209,마늘,16.041,0,1209,2380,0
20091002,1201,양파,6.428,0,1201,712,1412
20091002,1202,대파,18.423,-11.143,1202,1382,3105
20091003,1001,배추,-27.926,-22.877,1001,1244.333,3224
20091003,1101,무,0,0,1101,0,1385
20091003,1207,건고추,19.006,0,1207,6180,7791
20091003,1209,마늘,16.822,-1,12A9,4000,5718
20090227,1201,양파,69.299,2.76,1201,1522,2575
20090227,1202,대파,-39.085,-16.01,1202,812,2575
20090228,1001,배추,40.467,-13.25,1001,1444,1772
20090228,1101,무,0,0,1101,0,1147
20090228,1207,건고추,4.797,0,1207,5680,7100
20090228,1209,마늘,-14.147,0,12A9,3180,6082
20090228,1209,마늘,-6.192,0,1209,2211.7,0
20090228,1201,양파,67.408,-1.13,1201,1505,2575
20090228,1202,대파,-48.087,-17.341,1202,692,2575
20090301,1001,배추,30.679,-13.25,1001,1444,1772
20090301,1101,무,0,0,1101,0,1147
20090301,1207,건고추,4.239,0,1207,5680,7100
20090301,1209,마늘,-14.1,0,12A9,3180,6082
20090301,1209,마늘,-6.39,0,1209,2211.7,0
20090301,1201,양파,68.533,-1.13,1201,1505,2575
20090301,1202,대파,-50,-17.341,1202,692,2575
20090302,1001,배추,46.697,10.901,1001,1620.667,1791
20090302,1101,무,0,0,1101,0,1136
20090302,1207,건고추,4.239,0,1207,5680,7100
20090302,1209,마늘,-14.1,0,12A9,3180,6082
20090302,1209,마늘,-6.39,0,1209,2211.7,0
20090302,1201,양파,70.885,1.376,1201,1526,2606
20090302,1202,대파,-52.746,-5.81,1202,654,2500
20090303,1001,배추,46.335,-0.247,1001,1616.667,1809
20090303,1101,무,0,0,1101,0,1136
20090303,1207,건고추,4.239,0,1207,5680,7100
20090303,1209,마늘,-14.1,0,12A9,3180,6032
20090303,1209,마늘,-6.39,0,1209,2211.7,0
20090303,1201,양파,73.236,1.357,1201,1547,2626
20090303,1202,대파,-48.194,8.787,1202,717,2555
20090304,1001,배추,63.077,10.268,1001,1801.667,1878
20090304,1101,무,0,0,1101,0,1140
20090304,1207,건고추,4.239,0,1207,5680,7100
20090513,1001,배추,200.984,-14.515,1001,3672,5196
20090513,1101,무,0,0,1101,0,1425
20090513,1207,건고추,9.302,0,1207,5640,7100
20090513,1209,마늘,-15.971,0,12A9,3220,6004
20090513,1209,마늘,-9.11,0,1209,2195,0
20090513,1201,양파,44.422,3.371,1201,712,2034
20090513,1202,대파,62.267,13.882,1202,1131,2388
20090514,1001,배추,138.934,-25.984,1001,2914.667,5162
20090514,1101,무,0,0,1101,0,1431
20090514,1207,건고추,9.302,0,1207,5640,7100
20090514,1209,마늘,-15.971,0,12A9,3220,6004
20090514,1209,마늘,-9.11,0,1209,2195,0
20090514,1201,양파,41.176,-2.299,1201,696,1880
20090514,1202,대파,45.194,-11.759,1202,1012,2429
20090515,1001,배추,104.262,-16.945,1001,2492.333,5128
20090515,1101,무,0,0,1101,0,1450
20090515,1207,건고추,9.302,0,1207,5640,7100
20090515,1209,마늘,-15.971,0,12A9,3220,6017
20090515,1209,마늘,-9.11,0,1209,2195,0
20090515,1201,양파,43.205,1.416,1201,706,1821
20090515,1202,대파,32.138,-9.881,1202,921,2414
20090516,1001,배추,62.623,-25.643,1001,1983.667,5128
20090516,1101,무,0,0,1101,0,1450
20090516,1207,건고추,9.302,0,1207,5640,7100
20090516,1209,마늘,-15.971,0,12A9,3220,6060
20090516,1209,마늘,-9.11,0,1209,2195,0
20090516,1201,양파,62.475,11.86,1201,801,1821
20090516,1202,대파,27.403,-3.716,1202,888,2414
20090517,1001,배추,62.623,-25.643,1001,1983.667,5128
20090517,1101,무,0,0,1101,0,1450
20090517,1207,건고추,9.302,0,1207,5640,7100
20090517,1209,마늘,-15.971,0,12A9,3220,6060
20090517,1209,마늘,-9.11,0,1209,2195,0
20090726,1001,배추,26.531,15.334,1001,1921.667,2365
20090726,1101,무,0,0,1101,0,1390
20090726,1207,건고추,18.513,0,1207,5960,7400
20090726,1209,마늘,2.744,0,12A9,3370,5338
20090726,1209,마늘,-0.97,0,1209,1940,0
20090726,1201,양파,3.559,0.859,1201,582,1282
20090726,1202,대파,42.45,-19.635,1202,1151,3135
20090727,1001,배추,18.499,-6.759,1001,1800,2384
20090727,1101,무,0,0,1101,0,1390
20090727,1207,건고추,18.513,0,1207,5960,7400
20090727,1209,마늘,2.744,0,12A9,3370,5338
20090727,1209,마늘,-0.97,0,1209,1940,0
20090727,1201,양파,-12.811,-18.776,1201,490,1294
20090727,1202,대파,59.653,10.775,1202,1290,3161
20090728,1001,배추,-1.448,-20.214,1001,1497.333,2347
20090728,1101,무,0,0,1101,0,1378
20090728,1207,건고추,18.513,0,1207,5960,7400
20090728,1209,마늘,2.744,0,12A9,3370,5285
20090728,1209,마늘,-0.97,0,1209,1940,0
20090728,1201,양파,1.957,14.485,1201,573,1349
20090728,1202,대파,58.168,-0.939,1202,1278,3229
20090729,1001,배추,2.962,4.283,1001,1564.333,2444
20090729,1101,무,0,0,1101,0,1394
20090729,1207,건고추,18.513,0,1207,5960,7400
20090729,1209,마늘,2.744,0,12A9,3370,5308
20090729,1209,마늘,-0.97,0,1209,1940,0
20090729,1201,양파,3.915,1.884,1201,584,1351
20090729,1202,대파,43.688,-10.078,1202,1161,3139
20090730,1001,배추,20.145,14.283,1001,1825,2520
20090730,1101,무,0,0,1101,0,1408
20090730,1207,건고추,18.513,0,1207,5960,7400
20090730,1209,마늘,2.744,0,12A9,3370,5308
20090730,1209,마늘,-0.97,0,1209,1940,0
20091003,1209,마늘,16.041,0,1209,2380,0
20091003,1201,양파,6.428,0,1201,712,1412
20091003,1202,대파,18.423,-11.143,1202,1382,3105
20091004,1001,배추,-27.926,-22.877,1001,1244.333,3224
20091004,1101,무,0,0,1101,0,1385
20091004,1207,건고추,19.006,0,1207,6180,7791
20091004,1209,마늘,16.822,-1,12A9,4000,5718
20091004,1209,마늘,16.041,0,1209,2380,0
20091004,1201,양파,6.428,0,1201,712,1412
20091004,1202,대파,18.423,-11.143,1202,1382,3105
20091005,1001,배추,-27.926,-22.877,1001,1244.333,3196
20091005,1101,무,0,0,1101,0,1431
20091005,1207,건고추,19.006,0,1207,6180,7791
20091005,1209,마늘,16.822,-1,12A9,4000,5718
20091005,1209,마늘,16.041,0,1209,2380,0
20091005,1201,양파,6.428,0,1201,712,1403
20091005,1202,대파,18.423,-11.143,1202,1382,3120
20091006,1001,배추,-3.187,25.548,1001,1671.333,3140
20091006,1101,무,0,0,1101,0,1472
20091006,1207,건고추,19.006,0,1207,6180,7791
20091006,1209,마늘,16.822,0,12A9,4000,5740
20091006,1209,마늘,16.041,0,1209,2380,0
20091006,1201,양파,7.773,1.248,1201,721,1398
20091006,1202,대파,54.584,23.392,1202,1804,3129
20091007,1001,배추,-21.321,-23.103,1001,1357.667,3140
20091007,1101,무,0,0,1101,0,1471
20091007,1207,건고추,19.006,0,1207,6180,7791
20091007,1209,마늘,16.822,0,12A9,4000,5757
20091007,1209,마늘,16.041,0,1209,2380,0
20091007,1201,양파,6.726,-0.98,1201,714,1422
20091007,1202,대파,37.361,-12.539,1202,1603,3153
20091008,1001,배추,-25.898,-6.123,1001,1279.333,3107
20091008,1101,무,0,0,1101,0,1438
20090304,1209,마늘,-14.1,0,12A9,3180,6060
20090304,1209,마늘,-6.39,0,1209,2211.7,0
20090304,1201,양파,78.052,2.704,1201,1590,2636
20090304,1202,대파,-38.584,15.647,1202,850,2505
20090305,1001,배추,67.602,2.718,1001,1852,1922
20090305,1101,무,0,0,1101,0,1087
20090305,1207,건고추,4.239,0,1207,5680,7100
20090305,1209,마늘,-14.1,0,12A9,3180,6060
20090305,1209,마늘,-6.39,0,1209,2211.7,0
20090305,1201,양파,81.971,2.154,1201,1625,2624
20090305,1202,대파,-49.205,-20.91,1202,703,2437
20090306,1001,배추,64.163,-2.095,1001,1814,1953
20090306,1101,무,0,0,1101,0,1054
20090306,1207,건고추,4.239,0,1207,5680,7100
20090306,1209,마늘,-14.1,0,12A9,3180,5962
20090306,1209,마늘,-6.39,0,1209,2211.7,0
20090306,1201,양파,82.307,0.184,1201,1628,2652
20090306,1202,대파,-49.566,-0.716,1202,698,2409
20090307,1001,배추,65.882,1.037,1001,1833,1953
20090307,1101,무,0,0,1101,0,1054
20090307,1207,건고추,4.239,0,1207,5680,7100
20090307,1209,마늘,-14.1,0,12A9,3180,6021
20090307,1209,마늘,-6.39,0,1209,2211.7,0
20090307,1201,양파,80.179,-1.181,1201,1609,2652
20090307,1202,대파,-53.613,-8.723,1202,642,2409
20090308,1001,배추,65.882,1.037,1001,1833,1953
20090308,1101,무,0,0,1101,0,1054
20090308,1207,건고추,4.239,0,1207,5680,7100
20090308,1209,마늘,-14.1,0,12A9,3180,6021
20090308,1209,마늘,-6.39,0,1209,2211.7,0
20090308,1201,양파,80.179,-1.181,1201,1609,2652
20090308,1202,대파,-53.613,-8.723,1202,642,2409
20090517,1201,양파,62.475,11.86,1201,801,1821
20090517,1202,대파,27.403,-3.716,1202,888,2414
20090518,1001,배추,79.508,9.435,1001,2190.333,5005
20090518,1101,무,0,0,1101,0,1457
20090518,1207,건고추,9.302,0,1207,5640,7100
20090518,1209,마늘,-15.971,0,12A9,3220,6060
20090518,1209,마늘,-9.11,0,1209,2195,0
20090518,1201,양파,64.503,1.233,1201,811,1872
20090518,1202,대파,39.455,8.642,1202,972,2371
20090519,1001,배추,67.295,-7.299,1001,2041.333,4915
20090519,1101,무,0,0,1101,0,1471
20090519,1207,건고추,9.302,0,1207,5640,7100
20090519,1209,마늘,-15.971,0,12A9,3220,6057
20090519,1209,마늘,-24.058,-19.684,1209,1834,0
20090519,1201,양파,66.937,1.458,1201,823,1856
20090519,1202,대파,55.093,10.083,1202,1081,2391
20090520,1001,배추,68.361,0.617,1001,2054,4669
20090520,1101,무,0,0,1101,0,1472
20090520,1207,건고추,10.078,0.704,1207,5680,7100
20090520,1209,마늘,-15.971,0,12A9,3220,5973
20090520,1209,마늘,-24.058,0,1209,1834,0
20090520,1201,양파,57.606,-5.92,1201,777,1891
20090520,1202,대파,57.676,1.638,1202,1099,2410
20090521,1001,배추,73.265,-1.599,1001,2021.667,4324
20090521,1101,무,0,0,1101,0,1465
20090521,1207,건고추,11.263,0,1207,5680,7100
20090521,1209,마늘,-11.805,0,12A9,3220,5973
20090521,1209,마늘,-20.175,-0.548,1209,1824,0
20090521,1201,양파,71.429,-9.746,1201,708,1959
20090521,1202,대파,56.892,12.22,1202,1252,2361
20090522,1001,배추,92.545,10.028,1001,2247,4324
20090522,1101,무,0,0,1101,0,1465
20090730,1201,양파,2.135,-1.742,1201,574,1269
20090730,1202,대파,43.936,0.172,1202,1163,3113
20090731,1001,배추,20.013,-0.091,1001,1823.333,2380
20090731,1101,무,0,0,1101,0,1417
20090731,1207,건고추,18.513,0,1207,5960,7400
20090731,1209,마늘,3.354,0.59,12A9,3390,5668
20090731,1209,마늘,-0.97,0,1209,1940,0
20090731,1201,양파,-4.804,-7.29,1201,535,1279
20090731,1202,대파,16.708,-23.33,1202,943,3111
20090801,1001,배추,-0.614,-2.434,1001,1780,2380
20090801,1101,무,0,0,1101,0,1417
20090801,1207,건고추,23.166,0,1207,5960,7400
20090801,1209,마늘,2.448,0,12A9,3390,5498
20090801,1209,마늘,-1.02,0,1209,1940,0
20090801,1201,양파,-14.219,2.55,1201,549,1279
20090801,1202,대파,12.524,18.637,1202,1159,3111
20090802,1001,배추,-0.614,-2.434,1001,1780,2380
20090802,1101,무,0,0,1101,0,1417
20090802,1207,건고추,23.166,0,1207,5960,7400
20090802,1209,마늘,2.448,0,12A9,3390,5498
20090802,1209,마늘,-1.02,0,1209,1940,0
20090802,1201,양파,-14.219,2.55,1201,549,1279
20090802,1202,대파,12.524,18.637,1202,1159,3111
20090803,1001,배추,-3.238,-2.692,1001,1733.333,2410
20090803,1101,무,0,0,1101,0,1423
20090803,1207,건고추,23.166,0,1207,5960,7400
20090803,1209,마늘,2.448,0,12A9,3390,5498
20090803,1209,마늘,-1.02,0,1209,1940,0
20090803,1201,양파,-18.594,-5.374,1201,521,1267
20090803,1202,대파,42.427,20.995,1202,1467,3056
20090804,1001,배추,4.02,6.96,1001,1863,2453
20090804,1101,무,0,0,1101,0,1442
20090804,1207,건고추,23.166,0,1207,5960,7400
20091008,1207,건고추,16.696,-1.98,1207,6060,8139
20091008,1209,마늘,16.822,0,12A9,4000,5777
20091008,1209,마늘,16.041,0,1209,2380,0
20091008,1201,양파,7.773,0.971,1201,721,1431
20091008,1202,대파,39.931,1.837,1202,1633,3041
20091009,1001,배추,-37.717,-19.045,1001,1074.667,3107
20091009,1101,무,0,0,1101,0,1435
20091009,1207,건고추,16.696,0,1207,6060,8049
20091009,1209,마늘,16.822,0,12A9,4000,5776
20091009,1209,마늘,16.041,0,1209,2380,0
20091009,1201,양파,7.175,-0.558,1201,717,1416
20091009,1202,대파,43.102,2.216,1202,1670,3026
20091010,1001,배추,-41.251,-6.018,1001,1013.667,3107
20091010,1101,무,0,0,1101,0,1435
20091010,1207,건고추,16.696,0,1207,6060,8049
20091010,1209,마늘,16.822,0,12A9,4000,5743
20091010,1209,마늘,17.016,0.833,1209,2400,0
20091010,1201,양파,7.025,-0.14,1201,716,1416
20091010,1202,대파,5.398,-35.772,1202,1230,3026
20091011,1001,배추,-3.795,-6.018,1001,1013.667,3107
20091011,1101,무,0,0,1101,0,1435
20091011,1207,건고추,15.87,0,1207,6060,8049
20091011,1209,마늘,17.062,0,12A9,4000,5743
20091011,1209,마늘,16.448,0.833,1209,2400,0
20091011,1201,양파,8.485,-0.14,1201,716,1416
20091011,1202,대파,18.956,-35.772,1202,1230,3026
20091012,1001,배추,5.882,9.143,1001,1115.667,2974
20091012,1101,무,0,0,1101,0,1410
20091012,1207,건고추,15.87,0,1207,6060,8049
20091012,1209,마늘,17.062,0,12A9,4000,5743
20091012,1209,마늘,16.448,0.833,1209,2400,0
20091012,1201,양파,7.273,-1.13,1201,708,1436
20090309,1001,배추,62.805,-1.89,1001,1799,2029
20090309,1101,무,0,0,1101,0,1050
20090309,1207,건고추,4.239,0,1207,5680,7100
20090309,1209,마늘,-14.1,0,12A9,3180,6021
20090309,1209,마늘,-6.39,0,1209,2211.7,0
20090309,1201,양파,69.317,-6.415,1201,1512,2657
20090309,1202,대파,-53.107,1.079,1202,649,2435
20090310,1001,배추,53.937,-5.741,1001,1701.333,2011
20090310,1101,무,0,0,1101,0,1050
20090310,1207,건고추,4.239,0,1207,5680,7100
20090310,1209,마늘,-14.1,0,12A9,3180,6021
20090310,1209,마늘,-6.39,0,1209,2211.7,0
20090310,1201,양파,67.189,-1.273,1201,1493,2657
20090310,1202,대파,-51.59,3.134,1202,670,2434
20090311,1001,배추,37.263,1.922,1001,1734.667,2086
20090311,1101,무,0,0,1101,0,1020
20090311,1207,건고추,3.991,0,1207,5680,7100
20090311,1209,마늘,-15.019,0,12A9,3180,6021
20090311,1209,마늘,-6.588,0,1209,2211.7,0
20090311,1201,양파,90.483,-5.067,1201,1421,2690
20090311,1202,대파,-45.418,1.325,1202,679,2430
20090312,1001,배추,39.161,1.365,1001,1758.667,2119
20090312,1101,무,0,0,1101,0,1074
20090312,1207,건고추,3.991,0,1207,5680,7100
20090312,1209,마늘,-15.019,0,12A9,3180,5646
20090312,1209,마늘,-6.588,0,1209,2211.7,0
20090312,1201,양파,86.863,-1.937,1201,1394,2784
20090312,1202,대파,-48.875,-6.761,1202,636,2350
20090313,1001,배추,42.089,2.061,1001,1795.667,2148
20090313,1101,무,0,0,1101,0,1062
20090313,1207,건고추,3.991,0,1207,5680,7100
20090313,1209,마늘,-15.019,0,12A9,3180,5895
20090313,1209,마늘,-6.588,0,1209,2211.7,0
20090522,1207,건고추,11.263,0,1207,5680,7100
20090522,1209,마늘,-11.805,0,12A9,3220,5831
20090522,1209,마늘,-20.175,0,1209,1824,0
20090522,1201,양파,76.998,3.146,1201,731,1959
20090522,1202,대파,67.293,6.217,1202,1335,2361
20090523,1001,배추,102.057,4.707,1001,2358,4324
20090523,1101,무,0,0,1101,0,1465
20090523,1207,건고추,11.263,0,1207,5680,7100
20090523,1209,마늘,-11.805,0,12A9,3220,5831
20090523,1209,마늘,-20.175,0,1209,1824,0
20090523,1201,양파,60.533,-10.256,1201,663,1959
20090523,1202,대파,39.098,-20.27,1202,1110,2361
20090524,1001,배추,102.057,4.707,1001,2358,4324
20090524,1101,무,0,0,1101,0,1465
20090524,1207,건고추,11.263,0,1207,5680,7100
20090524,1209,마늘,-11.805,0,12A9,3220,5831
20090524,1209,마늘,-20.175,0,1209,1824,0
20090524,1201,양파,60.533,-10.256,1201,663,1959
20090524,1202,대파,39.098,-20.27,1202,1110,2361
20090525,1001,배추,85.775,-8.747,1001,2168.333,3956
20090525,1101,무,0,0,1101,0,1386
20090525,1207,건고추,11.263,0,1207,5680,7100
20090525,1209,마늘,-11.805,0,12A9,3220,5831
20090525,1209,마늘,-20.175,0,1209,1824,0
20090525,1201,양파,45.036,-10.684,1201,599,1907
20090525,1202,대파,51.378,8.113,1202,1208,2442
20090526,1001,배추,70.351,-9.089,1001,1987.667,3730
20090526,1101,무,0,0,1101,0,1395
20090526,1207,건고추,11.263,0,1207,5680,7100
20090526,1209,마늘,-12.901,-1.258,12A9,3180,5872
20090526,1209,마늘,-21.444,-1.616,1209,1795,0
20090526,1201,양파,23.487,-17.451,1201,510,1910
20090804,1209,마늘,7.283,4.507,12A9,3550,5691
20090804,1209,마늘,0,1.02,1209,1960,0
20090804,1201,양파,-14.844,4.404,1201,545,1281
20090804,1202,대파,33.204,-6.924,1202,1372,3135
20090805,1001,배추,2.568,-1.397,1001,1837.333,2480
20090805,1101,무,0,0,1101,0,1442
20090805,1207,건고추,23.166,0,1207,5960,7400
20090805,1209,마늘,9.701,2.204,12A9,3630,5817
20090805,1209,마늘,0.51,0.508,1209,1970,0
20090805,1201,양파,-10.313,5.052,1201,574,1277
20090805,1202,대파,22.621,-8.63,1202,1263,3135
20090806,1001,배추,14.182,10.169,1001,2045.333,2760
20090806,1101,무,0,0,1101,0,1359
20090806,1207,건고추,23.166,0,1207,5960,7400
20090806,1209,마늘,12.118,2.156,12A9,3710,5817
20090806,1209,마늘,1.531,1.005,1209,1990,0
20090806,1201,양파,1.094,11.283,1201,647,1321
20090806,1202,대파,26.99,3.44,1202,1308,3102
20090807,1001,배추,25.07,8.69,1001,2240,2830
20090807,1101,무,0,0,1101,0,1337
20090807,1207,건고추,24.22,0.85,1207,6011.11,7240
20090807,1209,마늘,12.723,0.536,12A9,3730,5839
20090807,1209,마늘,2.041,0.5,1209,2000,0
20090807,1201,양파,-2.344,-3.52,1201,625,1296
20090807,1202,대파,42.039,10.595,1202,1463,3044
20090808,1001,배추,58.18,20.932,1001,2833,2830
20090808,1101,무,0,0,1101,0,1337
20090808,1207,건고추,24.819,0.478,1207,6040,7378
20090808,1209,마늘,12.723,0,12A9,3730,5806
20090808,1209,마늘,2.041,0,1209,2000,0
20090808,1201,양파,12.188,12.953,1201,718,1296
20090808,1202,대파,70.777,16.828,1202,1759,3044
20091012,1202,대파,38.008,13.805,1202,1427,2965
20091013,1001,배추,-0.759,-6.66,1001,1046,2938
20091013,1101,무,0,0,1101,0,1397
20091013,1207,건고추,14.723,-1,1207,6000,8049
20091013,1209,마늘,17.062,0,12A9,4000,5817
20091013,1209,마늘,16.448,0,1209,2400,0
20091013,1201,양파,4.848,-2.312,1201,692,1445
20091013,1202,대파,20.986,-14.069,1202,1251,2982
20091014,1001,배추,-0.19,0.57,1001,1052,2938
20091014,1101,무,0,0,1101,0,1389
20091014,1207,건고추,14.723,0,1207,6000,8049
20091014,1209,마늘,17.062,0,12A9,4000,5812
20091014,1209,마늘,16.448,0,1209,2400,0
20091014,1201,양파,4.394,-0.435,1201,689,1451
20091014,1202,대파,26.886,4.649,1202,1312,2978
20091015,1001,배추,0.38,0.567,1001,1058,2660
20091015,1101,무,0,0,1101,0,1372
20091015,1207,건고추,14.723,0,1207,6000,8049
20091015,1209,마늘,17.062,0,12A9,4000,5843
20091015,1209,마늘,16.448,0,1209,2400,0
20091015,1201,양파,3.333,-1.026,1201,682,1461
20091015,1202,대파,43.714,11.709,1202,1486,2863
20091016,1001,배추,-5.028,-5.694,1001,1001,2660
20091016,1101,무,0,0,1101,0,1338
20091016,1207,건고추,14.723,0,1207,6000,8049
20091016,1209,마늘,15.891,-1.01,12A9,3960,5850
20091016,1209,마늘,15.478,-0.84,1209,2380,0
20091016,1201,양파,4.545,1.159,1201,690,1452
20091016,1202,대파,17.118,-22.709,1202,1211,2812
20091017,1001,배추,-12.334,-8.372,1001,923.667,2660
20091017,1101,무,0,0,1101,0,1338
20091017,1207,건고추,13.958,-0.671,1207,5960,8049
20090313,1201,양파,68.767,-10.723,1201,1259,2806
20090313,1202,대파,-47.186,3.196,1202,657,2190
20090314,1001,배추,42.801,0.499,1001,1804.667,2148
20090314,1101,무,0,0,1101,0,1062
20090314,1207,건고추,3.991,0,1207,5680,7100
20090314,1209,마늘,-15.019,0,12A9,3180,5868
20090314,1209,마늘,-6.588,0,1209,2211.7,0
20090314,1201,양파,64.611,-2.524,1201,1228,2806
20090314,1202,대파,-50.482,-6.656,1202,616,2190
20090315,1001,배추,42.801,0.499,1001,1804.667,2148
20090315,1101,무,0,0,1101,0,1062
20090315,1207,건고추,3.991,0,1207,5680,7100
20090315,1209,마늘,-15.019,0,12A9,3180,5868
20090315,1209,마늘,-6.588,0,1209,2211.7,0
20090315,1201,양파,64.611,-2.524,1201,1228,2806
20090315,1202,대파,-50.482,-6.656,1202,616,2190
20090316,1001,배추,57.595,9.419,1001,1992.333,2133
20090316,1101,무,0,0,1101,0,1082
20090316,1207,건고추,3.991,0,1207,5680,7100
20090316,1209,마늘,-15.019,0,12A9,3180,5868
20090316,1209,마늘,-6.588,0,1209,2211.7,0
20090316,1201,양파,64.879,0.163,1201,1230,2802
20090316,1202,대파,-55.305,-10.791,1202,556,2150
20090317,1001,배추,47.547,-6.847,1001,1864.667,2288
20090317,1101,무,0,0,1101,0,1094
20090317,1207,건고추,3.991,0,1207,5680,7100
20090317,1209,마늘,-15.019,0,12A9,3180,5946
20090317,1209,마늘,-6.588,0,1209,2211.7,0
20090317,1201,양파,74.397,5.457,1201,1301,2828
20090317,1202,대파,-46.945,15.758,1202,660,2164
20090318,1001,배추,49.367,1.218,1001,1887.667,2448
20090318,1101,무,0,0,1101,0,1098
20090526,1202,대파,69.048,10.452,1202,1349,2441
20090527,1001,배추,53.299,-11.084,1001,1789.333,3690
20090527,1101,무,0,0,1101,0,1399
20090527,1207,건고추,11.263,0,1207,5680,7100
20090527,1209,마늘,-12.901,0,12A9,3180,5872
20090527,1209,마늘,-21.882,-0.56,1209,1785,0
20090527,1201,양파,19.855,-3.03,1201,495,1878
20090527,1202,대파,83.208,7.729,1202,1462,2511
20090528,1001,배추,55.87,1.613,1001,1818.667,3742
20090528,1101,무,0,0,1101,0,1343
20090528,1207,건고추,11.263,0,1207,5680,7100
20090528,1209,마늘,-12.901,0,12A9,3180,5900
20090528,1209,마늘,-21.882,0,1209,1785,0
20090528,1201,양파,19.855,0,1201,495,1752
20090528,1202,대파,68.045,-9.023,1202,1341,2504
20090529,1001,배추,40.446,-10.985,1001,1638.667,3742
20090529,1101,무,0,0,1101,0,1324
20090529,1207,건고추,11.263,0,1207,5680,7100
20090529,1209,마늘,-12.901,0,12A9,3180,5957
20090529,1209,마늘,-22.101,-0.281,1209,1780,0
20090529,1201,양파,9.927,-9.031,1201,454,1739
20090529,1202,대파,75.313,4.146,1202,1399,2481
20090530,1001,배추,18.081,-18.916,1001,1378,3742
20090530,1101,무,0,0,1101,0,1324
20090530,1207,건고추,11.263,0,1207,5680,7100
20090530,1209,마늘,-12.901,0,12A9,3180,5957
20090530,1209,마늘,-22.101,0,1209,1780,0
20090530,1201,양파,6.78,-2.948,1201,441,1739
20090530,1202,대파,99.373,12.068,1202,1591,2481
20090531,1001,배추,18.081,-18.916,1001,1378,3742
20090531,1101,무,0,0,1101,0,1324
20090531,1207,건고추,11.263,0,1207,5680,7100
20090809,1001,배추,58.18,20.932,1001,2833,2830
20090809,1101,무,0,0,1101,0,1337
20090809,1207,건고추,24.819,0.478,1207,6040,7378
20090809,1209,마늘,12.723,0,12A9,3730,5806
20090809,1209,마늘,2.041,0,1209,2000,0
20090809,1201,양파,12.188,12.953,1201,718,1296
20090809,1202,대파,70.777,16.828,1202,1759,3044
20090810,1001,배추,18.37,-33.653,1001,2119.667,2920
20090810,1101,무,0,0,1101,0,1312
20090810,1207,건고추,24.819,0.478,1207,6040,7378
20090810,1209,마늘,12.723,0,12A9,3730,5806
20090810,1209,마늘,2.041,0,1209,2000,0
20090810,1201,양파,20,6.51,1201,768,1379
20090810,1202,대파,50.291,-13.63,1202,1548,3056
20090811,1001,배추,18.417,-2.714,1001,2063.667,2925
20090811,1101,무,0,0,1101,0,1360
20090811,1207,건고추,23.492,0,1207,6040,7260
20090811,1209,마늘,10.652,0.533,12A9,3750,5766
20090811,1209,마늘,0.698,0.99,1209,2020,0
20090811,1201,양파,18.341,-3.504,1201,742,1385
20090811,1202,대파,18.993,-14.922,1202,1347,3025
20090812,1001,배추,6.655,-10.99,1001,1859.333,2980
20090812,1101,무,0,0,1101,0,1356
20090812,1207,건고추,23.492,0,1207,6040,7302
20090812,1209,마늘,10.652,0,12A9,3750,5624
20090812,1209,마늘,0.698,0,1209,2020,0
20090812,1201,양파,15.949,-2.063,1201,727,1378
20090812,1202,대파,45.495,18.215,1202,1647,3050
20090813,1001,배추,20.367,11.362,1001,2097.667,2922
20090813,1101,무,0,0,1101,0,1314
20090813,1207,건고추,23.492,0,1207,6040,7355
20090813,1209,마늘,10.652,0,12A9,3750,5649
20090813,1209,마늘,2.193,1.463,1209,2050,0
20091017,1209,마늘,15.891,0,12A9,3960,5850
20091017,1209,마늘,15.478,0,1209,2380,0
20091017,1201,양파,5.152,0.576,1201,694,1452
20091017,1202,대파,29.11,9.288,1202,1335,2812
20091018,1001,배추,-12.334,-8.372,1001,923.667,2660
20091018,1101,무,0,0,1101,0,1338
20091018,1207,건고추,13.958,-0.671,1207,5960,8049
20091018,1209,마늘,15.891,0,12A9,3960,5850
