INQ_YMD,PDLT_CODE,PDLT_NM,NMYR_RATE,BFRT_RATE,SPCS_CODE,WHSL_DAIL_PRCE,RTSL_DAIL_PRCE
일자,품목코드,품목명,평년 비율,전일 비율,품종코드,도매일일가격,소매일일가격
20060618,1201,양파,10.194,-1.101,1201,454,1278
20060618,1202,대파,-16.773,-23.077,1202,650,2351
20060619,1001,배추,0,-15.385,1001,866.667,1816
20060619,1101,무,0,0,1101,0,1422
20060619,1207,건고추,-11.037,0,1207,4240,6729
20060619,1209,마늘,-6.017,0,12A9,3280,6212
20060619,1209,마늘,-13.495,0,1209,1750,0
20060619,1201,양파,10.437,0.22,1201,455,1277
20060619,1202,대파,1.152,17.722,1202,790,2268
20051108,1001,배추,0,0,1001,0,3120
20051108,1101,무,0,0,1101,0,2224
20051108,1207,건고추,-6.62,0,1207,4500,7163
20051108,1209,마늘,-2.89,0,12A9,3360,6188
20051108,1209,마늘,0.156,0,1209,1920,0
20051108,1201,양파,-11.054,-1.942,1201,515,1231
20051108,1202,대파,104.641,-8.935,1202,1455,2638
20051109,1001,배추,0,0,1001,0,3105
20051109,1101,무,0,0,1101,0,2194
20051109,1207,건고추,-6.62,0,1207,4500,7163
20051109,1209,마늘,-2.89,0,12A9,3360,6188
20051109,1209,마늘,0.678,0.518,1209,1930,0
20051109,1201,양파,-11.744,-0.783,1201,511,1228
20051109,1202,대파,103.235,-0.692,1202,1445,2622
20051110,1001,배추,0,0,1001,0,3052
20051110,1101,무,0,0,1101,0,2194
20051110,1207,건고추,-6.62,0,1207,4500,7163
20051110,1209,마늘,-2.89,0,12A9,3360,6113
20051110,1209,마늘,1.2,0.515,1209,1940,0
20051110,1201,양파,-11.744,0,1201,511,1246
20051110,1202,대파,97.609,-2.847,1202,1405,2586
20051111,1001,배추,0,0,1001,0,2884
20051111,1101,무,0,0,1101,0,2170
20051111,1207,건고추,-6.697,0,1207,4500,7163
20051111,1209,마늘,-2.89,0,12A9,3360,6113
20051111,1209,마늘,1.411,0,1209,1940,0
20051111,1201,양파,-11.755,1.351,1201,518,1222
20051111,1202,대파,48.73,-14.228,1202,1230,2569
20051112,1001,배추,0,0,1001,0,2884
20051112,1101,무,0,0,1101,0,2170
20051112,1207,건고추,-6.697,0,1207,4500,7163
20051112,1209,마늘,-2.89,0,12A9,3360,6109
20051112,1209,마늘,1.411,0,1209,1940,0
20051112,1201,양파,-7.666,4.428,1201,542,1222
20051112,1202,대파,43.289,-3.797,1202,1185,2569
20051113,1001,배추,0,0,1001,0,2884
20060127,1001,배추,102.554,-2.521,1001,1983.333,3110
20060127,1101,무,0,0,1101,0,1660
20060127,1207,건고추,-6.056,0,1207,4530,6729
20060127,1209,마늘,-14.634,0,12A9,3500,6195
20060127,1209,마늘,2.576,0,1209,2150,0
20060127,1201,양파,-19.078,3.956,1201,632,1326
20060127,1202,대파,106.813,-12.353,1202,1700,4895
20060128,1001,배추,102.554,0,1001,1983.333,3110
20060128,1101,무,0,0,1101,0,1660
20060128,1207,건고추,-6.056,0,1207,4530,6729
20060128,1209,마늘,-14.634,0,12A9,3500,6112
20060128,1209,마늘,2.576,0,1209,2150,0
20060128,1201,양파,-19.078,0,1201,632,1326
20060128,1202,대파,106.813,0,1202,1700,4895
20060129,1001,배추,102.554,0,1001,1983.333,3110
20060129,1101,무,0,0,1101,0,1660
20060129,1207,건고추,-6.056,0,1207,4530,6729
20060129,1209,마늘,-14.634,0,12A9,3500,6112
20060129,1209,마늘,2.576,0,1209,2150,0
20060129,1201,양파,-19.078,0,1201,632,1326
20060129,1202,대파,106.813,0,1202,1700,4895
20060130,1001,배추,102.554,0,1001,1983.333,3110
20060130,1101,무,0,0,1101,0,1660
20060130,1207,건고추,-6.056,0,1207,4530,6729
20060130,1209,마늘,-14.634,0,12A9,3500,6112
20060130,1209,마늘,2.576,0,1209,2150,0
20060130,1201,양파,-19.078,0,1201,632,1326
20060130,1202,대파,106.813,0,1202,1700,4895
20060131,1001,배추,102.554,0,1001,1983.333,3094
20060131,1101,무,0,0,1101,0,1660
20060131,1207,건고추,-6.056,0,1207,4530,6729
20060131,1209,마늘,-14.634,0,12A9,3500,6112
20060131,1209,마늘,2.576,0,1209,2150,0
20060131,1201,양파,-19.078,0,1201,632,1326
20060411,1201,양파,66.075,3.85,1201,935,1895
20060411,1202,대파,126.852,-3.499,1202,1715,3286
20060412,1001,배추,95.161,-7.485,1001,2783.333,3493
20060412,1101,무,0,0,1101,0,1540
20060412,1207,건고추,-6.81,0,1207,4420,7571
20060412,1209,마늘,-8.416,0,12A9,3700,6148
20060412,1209,마늘,-5.983,0,1209,2200,0
20060412,1201,양파,63.41,-1.63,1201,920,1882
20060412,1202,대파,113.624,-6.192,1202,1615,3241
20060413,1001,배추,94.6,-0.3,1001,2775,3490
20060413,1101,무,0,0,1101,0,1536
20060413,1207,건고추,-7.653,-0.913,1207,4380,7571
20060413,1209,마늘,-8.911,-0.543,12A9,3680,6148
20060413,1209,마늘,-6.838,-0.917,1209,2180,0
20060413,1201,양파,94.139,15.828,1201,1093,1895
20060413,1202,대파,100.397,-6.601,1202,1515,3203
20060414,1001,배추,77.63,-9.539,1001,2533.333,3484
20060414,1101,무,0,0,1101,0,1536
20060414,1207,건고추,-8.075,-0.459,1207,4360,7571
20060414,1209,마늘,-8.911,0,12A9,3680,6080
20060414,1209,마늘,-6.838,0,1209,2180,0
20060414,1201,양파,105.861,5.695,1201,1159,1874
20060414,1202,대파,146.032,18.548,1202,1860,3211
20060415,1001,배추,67.111,-6.294,1001,2383.333,3484
20060415,1101,무,0,0,1101,0,1536
20060415,1207,건고추,-8.075,0,1207,4360,7571
20060415,1209,마늘,-8.911,0,12A9,3680,6042
20060415,1209,마늘,-7.265,-0.461,1209,2170,0
20060415,1201,양파,94.139,-6.038,1201,1093,1874
20060415,1202,대파,118.915,-12.387,1202,1655,3211
20060416,1001,배추,67.111,-6.294,1001,2383.333,3484
20060416,1101,무,0,0,1101,0,1536
20060620,1001,배추,0,0,1001,866.667,1841
20060620,1101,무,0,0,1101,0,1409
20060620,1207,건고추,-11.037,0,1207,4240,6729
20060620,1209,마늘,-6.017,0,12A9,3280,6212
20060620,1209,마늘,-12.506,1.13,1209,1770,0
20060620,1201,양파,7.039,-3.175,1201,441,1301
20060620,1202,대파,-14.853,-18.797,1202,665,2265
20060621,1001,배추,0,-4,1001,833.333,1819
20060621,1101,무,0,0,1101,0,1412
20060621,1207,건고추,-13.292,0,1207,4240,6729
20060621,1209,마늘,-2.879,1.796,12A9,3340,6212
20060621,1209,마늘,-9.324,0,1209,1770,0
20060621,1201,양파,9.535,1.563,1201,448,1280
20060621,1202,대파,-20.054,-12.712,1202,590,2300
20060622,1001,배추,0,6.542,1001,891.667,1830
20060622,1101,무,0,0,1101,0,1462
20060622,1207,건고추,-13.292,0,1207,4240,6729
20060622,1209,마늘,-2.879,0,12A9,3340,6212
20060622,1209,마늘,-9.324,0,1209,1770,0
20060622,1201,양파,9.535,0,1201,448,1278
20060622,1202,대파,-3.794,16.901,1202,710,2400
20060623,1001,배추,0,-9.184,1001,816.667,1802
20060623,1101,무,0,0,1101,0,1455
20060623,1207,건고추,-13.292,0,1207,4240,6729
20060623,1209,마늘,-2.879,0,12A9,3340,6220
20060623,1209,마늘,-9.324,0,1209,1770,0
20060623,1201,양파,25.428,12.671,1201,513,1288
20060623,1202,대파,-20.054,-20.339,1202,590,2456
20060624,1001,배추,0,-40,1001,583.333,1802
20060624,1101,무,0,0,1101,0,1455
20060624,1207,건고추,-13.292,0,1207,4240,6729
20060624,1209,마늘,-2.879,0,12A9,3340,6200
20060624,1209,마늘,-9.324,0,1209,1770,0
20060624,1201,양파,10.024,-14,1201,450,1288
20051113,1101,무,0,0,1101,0,2170
20051113,1207,건고추,-6.697,0,1207,4500,7163
20051113,1209,마늘,-2.89,0,12A9,3360,6109
20051113,1209,마늘,1.411,0,1209,1940,0
20051113,1201,양파,-7.666,4.428,1201,542,1222
20051113,1202,대파,43.289,-3.797,1202,1185,2569
20051114,1001,배추,0,0,1001,0,2850
20051114,1101,무,0,0,1101,0,2101
20051114,1207,건고추,-6.697,0,1207,4500,7163
20051114,1209,마늘,-2.89,0,12A9,3360,6109
20051114,1209,마늘,1.411,0,1209,1940,0
20051114,1201,양파,-9.71,-2.264,1201,530,1198
20051114,1202,대파,48.126,3.265,1202,1225,2516
20051115,1001,배추,0,0,1001,0,2735
20051115,1101,무,0,0,1101,0,2077
20051115,1207,건고추,-6.697,0,1207,4500,7163
20051115,1209,마늘,-1.734,1.176,12A9,3400,6184
20051115,1209,마늘,1.411,0,1209,1940,0
20051115,1201,양파,-7.325,2.574,1201,544,1193
20051115,1202,대파,63.241,9.259,1202,1350,2479
20051116,1001,배추,0,0,1001,0,2716
20051116,1101,무,0,0,1101,0,2081
20051116,1207,건고추,-6.697,0,1207,4500,7163
20051116,1209,마늘,-1.156,0.585,12A9,3420,6184
20051116,1209,마늘,1.411,0,1209,1940,0
20051116,1201,양파,-6.133,1.27,1201,551,1196
20051116,1202,대파,55.985,-4.651,1202,1290,2462
20051117,1001,배추,0,0,1001,0,2537
20051117,1101,무,0,0,1101,0,2068
20051117,1207,건고추,-6.697,0,1207,4500,7163
20051117,1209,마늘,-1.156,0,12A9,3420,6184
20051117,1209,마늘,3.502,2.02,1209,1980,0
20051117,1201,양파,-9.199,-3.377,1201,533,1196
20051117,1202,대파,57.195,0.769,1202,1300,2371
20051118,1001,배추,0,0,1001,0,2390
20051118,1101,무,0,0,1101,0,2050
20060131,1202,대파,106.813,0,1202,1700,4864
20060201,1001,배추,157.833,-0.422,1001,1975,3066
20060201,1101,무,0,0,1101,0,1655
20060201,1207,건고추,-6.733,0,1207,4530,6729
20060201,1209,마늘,-14.321,0,12A9,3500,6112
20060201,1209,마늘,-1.195,0,1209,2150,0
20060201,1201,양파,-18.782,-0.797,1201,627,1330
20060201,1202,대파,157.803,17.676,1202,2065,4830
20060202,1001,배추,166.58,3.265,1001,2041.667,3056
20060202,1101,무,0,0,1101,0,1641
20060202,1207,건고추,-6.733,0,1207,4530,6729
20060202,1209,마늘,-14.321,0,12A9,3500,6112
20060202,1209,마늘,-1.195,0,1209,2150,0
20060202,1201,양파,-9.974,9.784,1201,695,1353
20060202,1202,대파,189.014,10.799,1202,2315,4693
20060203,1001,배추,166.58,0,1001,2041.667,3052
20060203,1101,무,0,0,1101,0,1650
20060203,1207,건고추,-6.733,0,1207,4530,6729
20060203,1209,마늘,-13.831,0.568,12A9,3520,6195
20060203,1209,마늘,-1.195,0,1209,2150,0
20060203,1201,양파,-19.43,-11.736,1201,622,1372
20060203,1202,대파,163.421,-9.716,1202,2110,4527
20060204,1001,배추,131.723,-15.023,1001,1775,3052
20060204,1101,무,0,0,1101,0,1650
20060204,1207,건고추,-6.733,0,1207,4530,6729
20060204,1209,마늘,-14.321,-0.571,12A9,3500,6164
20060204,1209,마늘,-1.195,0,1209,2150,0
20060204,1201,양파,-21.373,-2.471,1201,607,1372
20060204,1202,대파,177.778,5.169,1202,2225,4527
20060205,1001,배추,131.723,-15.023,1001,1775,3052
20060205,1101,무,0,0,1101,0,1650
20060205,1207,건고추,-6.733,0,1207,4530,6729
20060416,1207,건고추,-8.075,0,1207,4360,7571
20060416,1209,마늘,-8.911,0,12A9,3680,6042
20060416,1209,마늘,-7.265,-0.461,1209,2170,0
20060416,1201,양파,94.139,-6.038,1201,1093,1874
20060416,1202,대파,118.915,-12.387,1202,1655,3211
20060417,1001,배추,71.248,2.389,1001,2441.667,3522
20060417,1101,무,0,0,1101,0,1488
20060417,1207,건고추,-8.075,0,1207,4360,7571
20060417,1209,마늘,-8.911,0,12A9,3680,6042
20060417,1209,마늘,-7.265,-0.461,1209,2170,0
20060417,1201,양파,36.767,-41.948,1201,770,1866
20060417,1202,대파,124.868,2.647,1202,1700,3232
20060418,1001,배추,79.383,4.56,1001,2558.333,3464
20060418,1101,무,0,0,1101,0,1469
20060418,1207,건고추,-8.497,-0.461,1207,4340,7571
20060418,1209,마늘,-9.406,-0.546,12A9,3660,6042
20060418,1209,마늘,-8.12,-0.93,1209,2150,0
20060418,1201,양파,60.568,14.823,1201,904,1875
20060418,1202,대파,146.032,8.602,1202,1860,3191
20060419,1001,배추,91.655,6.402,1001,2733.333,3425
20060419,1101,무,0,0,1101,0,1462
20060419,1207,건고추,-8.497,0,1207,4340,6367
20060419,1209,마늘,-9.901,-0.549,12A9,3640,6013
20060419,1209,마늘,-9.829,-1.896,1209,2110,0
20060419,1201,양파,64.298,2.27,1201,925,1877
20060419,1202,대파,146.693,0.268,1202,1865,3216
20060420,1001,배추,91.655,0,1001,2733.333,3384
20060420,1101,무,0,0,1101,0,1495
20060420,1207,건고추,-9.34,-0.93,1207,4300,6367
20060420,1209,마늘,-9.901,0,12A9,3640,5971
20060420,1209,마늘,-10.256,-0.476,1209,2100,0
20060420,1201,양파,35.879,-20.915,1201,765,1751
20060624,1202,대파,-24.119,-5.357,1202,560,2456
20060625,1001,배추,0,-40,1001,583.333,1802
20060625,1101,무,0,0,1101,0,1455
20060625,1207,건고추,-13.292,0,1207,4240,6729
20060625,1209,마늘,-2.879,0,12A9,3340,6200
20060625,1209,마늘,-9.324,0,1209,1770,0
20060625,1201,양파,10.024,-14,1201,450,1288
20060625,1202,대파,-24.119,-5.357,1202,560,2456
20060626,1001,배추,0,18.605,1001,716.667,1785
20060626,1101,무,0,0,1101,0,1414
20060626,1207,건고추,-13.292,0,1207,4240,6729
20060626,1209,마늘,-2.879,0,12A9,3340,6200
20060626,1209,마늘,-9.324,0,1209,1770,0
20060626,1201,양파,23.472,10.891,1201,505,1290
20060626,1202,대파,-16.667,8.943,1202,615,2452
20060627,1001,배추,0,-11.688,1001,641.667,1746
20060627,1101,무,0,0,1101,0,1411
20060627,1207,건고추,-13.292,0,1207,4240,6729
20060627,1209,마늘,-2.879,0,12A9,3340,6154
20060627,1209,마늘,-9.324,0,1209,1770,0
20060627,1201,양파,24.939,1.174,1201,511,1292
20060627,1202,대파,-22.764,-7.895,1202,570,2602
20060628,1001,배추,0,1.282,1001,650,1742
20060628,1101,무,0,0,1101,0,1393
20060628,1207,건고추,-12.065,1.395,1207,4300,6729
20060628,1209,마늘,-2.879,0,12A9,3340,6154
20060628,1209,마늘,-10.348,-1.143,1209,1750,0
20060628,1201,양파,29.829,3.766,1201,531,1272
20060628,1202,대파,-32.927,-15.152,1202,495,2649
20060629,1001,배추,0,-12.717,1001,576.667,1715
20060629,1101,무,0,0,1101,0,1388
20060629,1207,건고추,-11.247,0.922,1207,4340,6729
20060629,1209,마늘,-8.113,-5.696,12A9,3160,6154
20060629,1209,마늘,-10.348,0,1209,1750,0
20051118,1207,건고추,-6.697,0,1207,4500,7163
20051118,1209,마늘,-1.156,0,12A9,3420,6044
20051118,1209,마늘,3.502,0,1209,1980,0
20051118,1201,양파,-11.584,-2.697,1201,519,1223
20051118,1202,대파,63.241,3.704,1202,1350,2338
20051119,1001,배추,0,0,1001,0,2390
20051119,1101,무,0,0,1101,0,2050
20051119,1207,건고추,-6.697,0,1207,4500,7163
20051119,1209,마늘,-1.156,0,12A9,3420,5969
20051119,1209,마늘,3.502,0,1209,1980,0
20051119,1201,양파,-13.118,-1.765,1201,510,1223
20051119,1202,대파,67.473,2.527,1202,1385,2338
20051120,1001,배추,0,0,1001,0,2390
20051120,1101,무,0,0,1101,0,2050
20051120,1207,건고추,-6.697,0,1207,4500,7163
20051120,1209,마늘,-1.156,0,12A9,3420,5969
20051120,1209,마늘,3.502,0,1209,1980,0
20051120,1201,양파,-13.118,-1.765,1201,510,1223
20051120,1202,대파,67.473,2.527,1202,1385,2338
20051121,1001,배추,0,0,1001,0,2275
20051121,1101,무,0,0,1101,0,1943
20051121,1207,건고추,-6.832,0,1207,4500,7163
20051121,1209,마늘,0.974,0,12A9,3420,5969
20051121,1209,마늘,3.665,0,1209,1980,0
20051121,1201,양파,-10.481,2.111,1201,521,1223
20051121,1202,대파,47.26,-7.364,1202,1290,2376
20051122,1001,배추,0,0,1001,0,2163
20051122,1101,무,0,0,1101,0,1881
20051122,1207,건고추,-6.832,0,1207,4500,7163
20051122,1209,마늘,1.565,0.581,12A9,3440,5777
20051122,1209,마늘,3.665,0,1209,1980,0
20051122,1201,양파,-7.216,3.519,1201,540,1245
20051122,1202,대파,56.963,6.182,1202,1375,2326
20051123,1001,배추,0,0,1001,0,2151
20051123,1101,무,0,0,1101,0,1865
20051123,1207,건고추,-6.832,0,1207,4500,7163
20060205,1209,마늘,-14.321,-0.571,12A9,3500,6164
20060205,1209,마늘,-1.195,0,1209,2150,0
20060205,1201,양파,-21.373,-2.471,1201,607,1372
20060205,1202,대파,177.778,5.169,1202,2225,4527
20060206,1001,배추,190.731,20.284,1001,2226.667,3039
20060206,1101,무,0,0,1101,0,1679
20060206,1207,건고추,-6.733,0,1207,4530,6729
20060206,1209,마늘,-14.321,-0.571,12A9,3500,6164
20060206,1209,마늘,-1.195,0,1209,2150,0
20060206,1201,양파,-18.912,3.035,1201,626,1383
20060206,1202,대파,186.517,3.05,1202,2295,4278
20060207,1001,배추,253.525,17.785,1001,2708.333,3000
20060207,1101,무,0,0,1101,0,1648
20060207,1207,건고추,-6.733,0,1207,4530,6729
20060207,1209,마늘,-14.321,0,12A9,3500,6200
20060207,1209,마늘,-1.195,0,1209,2150,0
20060207,1201,양파,-19.041,-0.16,1201,625,1387
20060207,1202,대파,202.747,5.361,1202,2425,4003
20060208,1001,배추,218.799,-10.922,1001,2441.667,3080
20060208,1101,무,0,0,1101,0,1634
20060208,1207,건고추,-6.733,0,1207,4530,6729
20060208,1209,마늘,-14.321,0,12A9,3500,6211
20060208,1209,마늘,-1.195,0,1209,2150,0
20060208,1201,양파,-10.233,9.812,1201,693,1387
20060208,1202,대파,218.352,4.902,1202,2550,3869
20060209,1001,배추,191.514,-9.328,1001,2233.333,3141
20060209,1101,무,0,0,1101,0,1624
20060209,1207,건고추,-6.733,0,1207,4530,6729
20060209,1209,마늘,-14.321,0,12A9,3500,6203
20060209,1209,마늘,-1.195,0,1209,2150,0
20060209,1201,양파,-15.155,-5.802,1201,655,1387
20060209,1202,대파,233.958,4.673,1202,2675,3913
20060420,1202,대파,151.323,1.842,1202,1900,3240
20060421,1001,배추,99.221,-6.84,1001,2558.333,3315
20060421,1101,무,0,0,1101,0,1467
20060421,1207,건고추,-8.8,-0.467,1207,4280,6367
20060421,1209,마늘,-9.52,0,12A9,3640,6001
20060421,1209,마늘,-8.457,0,1209,2100,0
20060421,1201,양파,49.783,-11.03,1201,689,1737
20060421,1202,대파,161.161,-8.262,1202,1755,3228
20060422,1001,배추,73.287,-14.981,1001,2225,3315
20060422,1101,무,0,0,1101,0,1467
20060422,1207,건고추,-8.8,0,1207,4280,6367
20060422,1209,마늘,-10.017,-0.552,12A9,3620,5987
20060422,1209,마늘,-8.457,0,1209,2100,0
20060422,1201,양파,49.13,-0.437,1201,686,1737
20060422,1202,대파,134.375,-11.429,1202,1575,3228
20060423,1001,배추,73.287,-14.981,1001,2225,3315
20060423,1101,무,0,0,1101,0,1467
20060423,1207,건고추,-8.8,0,1207,4280,6367
20060423,1209,마늘,-10.017,-0.552,12A9,3620,5987
20060423,1209,마늘,-8.457,0,1209,2100,0
20060423,1201,양파,49.13,-0.437,1201,686,1737
20060423,1202,대파,134.375,-11.429,1202,1575,3228
20060424,1001,배추,83.645,5.654,1001,2358.333,3250
20060424,1101,무,0,0,1101,0,1473
20060424,1207,건고추,-8.8,0,1207,4280,6367
20060424,1209,마늘,-10.017,-0.552,12A9,3620,5987
20060424,1209,마늘,-8.457,0,1209,2100,0
20060424,1201,양파,58.478,5.898,1201,729,1668
20060424,1202,대파,160.417,10,1202,1750,3174
20060425,1001,배추,94.081,5.351,1001,2491.667,3122
20060425,1101,무,0,0,1101,0,1486
20060425,1207,건고추,-9.227,-0.469,1207,4260,6367
20060629,1201,양파,27.628,-1.724,1201,522,1256
20060629,1202,대파,-41.057,-13.793,1202,435,2657
20060630,1001,배추,0,13.716,1001,668.333,1641
20060630,1101,무,0,0,1101,0,1380
20060630,1207,건고추,-11.247,0,1207,4340,6729
20060630,1209,마늘,-8.113,0,12A9,3160,6154
20060630,1209,마늘,-10.348,0,1209,1750,0
20060630,1201,양파,17.359,-8.75,1201,480,1254
20060630,1202,대파,-18.699,27.5,1202,600,2602
20060701,1001,배추,0,25.047,1001,891.667,1641
20060701,1101,무,0,0,1101,0,1380
20060701,1207,건고추,-10.938,0,1207,4340,6729
20060701,1209,마늘,-6.659,-0.637,12A9,3140,6162
20060701,1209,마늘,-9.887,0,1209,1750,0
20060701,1201,양파,29.73,9.091,1201,528,1254
20060701,1202,대파,-12.775,5.512,1202,635,2602
20060702,1001,배추,0,25.047,1001,891.667,1641
20060702,1101,무,0,0,1101,0,1380
20060702,1207,건고추,-10.938,0,1207,4340,6729
20060702,1209,마늘,-6.659,-0.637,12A9,3140,6162
20060702,1209,마늘,-9.887,0,1209,1750,0
20060702,1201,양파,29.73,9.091,1201,528,1254
20060702,1202,대파,-12.775,5.512,1202,635,2602
20060703,1001,배추,0,-17.582,1001,758.333,1625
20060703,1101,무,0,0,1101,0,1353
20060703,1207,건고추,-10.938,0,1207,4340,6729
20060703,1209,마늘,-6.659,-0.637,12A9,3140,6162
20060703,1209,마늘,-9.887,0,1209,1750,0
20060703,1201,양파,33.661,2.941,1201,544,1246
20060703,1202,대파,-6.593,6.618,1202,680,2539
20060704,1001,배추,0,3.191,1001,783.333,1601
20060704,1101,무,0,0,1101,0,1373
20060704,1207,건고추,-10.938,0,1207,4340,6729
20051123,1209,마늘,2.155,0.578,12A9,3460,5635
20051123,1209,마늘,3.665,0,1209,1980,0
20051123,1201,양파,-10.137,-3.25,1201,523,1285
20051123,1202,대파,40.982,-11.336,1202,1235,2267
20051124,1001,배추,0,0,1001,0,2158
20051124,1101,무,0,0,1101,0,1864
20051124,1207,건고추,-6.832,0,1207,4500,7163
20051124,1209,마늘,2.155,0,12A9,3460,5520
20051124,1209,마늘,3.665,0,1209,1980,0
20051124,1201,양파,-7.56,2.788,1201,538,1283
20051124,1202,대파,46.119,3.516,1202,1280,2250
20051125,1001,배추,0,0,1001,0,2131
20051125,1101,무,0,0,1101,0,1787
20051125,1207,건고추,-6.832,0,1207,4500,7163
20051125,1209,마늘,2.155,0,12A9,3460,5656
20051125,1209,마늘,3.665,0,1209,1980,0
20051125,1201,양파,-9.278,-1.894,1201,528,1257
20051125,1202,대파,31.279,-11.304,1202,1150,2243
20051126,1001,배추,0,0,1001,0,2131
20051126,1101,무,0,0,1101,0,1787
20051126,1207,건고추,-6.832,0,1207,4500,7163
20051126,1209,마늘,2.155,0,12A9,3460,5667
20051126,1209,마늘,3.665,0,1209,1980,0
20051126,1201,양파,-8.935,0.377,1201,530,1257
20051126,1202,대파,19.292,-10.048,1202,1045,2243
20051127,1001,배추,0,0,1001,0,2131
20051127,1101,무,0,0,1101,0,1787
20051127,1207,건고추,-6.832,0,1207,4500,7163
20051127,1209,마늘,2.155,0,12A9,3460,5667
20051127,1209,마늘,3.665,0,1209,1980,0
20051127,1201,양파,-8.935,0.377,1201,530,1257
20051127,1202,대파,19.292,-10.048,1202,1045,2243
20051128,1001,배추,0,0,1001,0,2171
20051128,1101,무,0,0,1101,0,1764
20051128,1207,건고추,-6.832,0,1207,4500,7163
20051128,1209,마늘,2.155,0,12A9,3460,5667
20060210,1001,배추,211.097,6.294,1001,2383.333,3116
20060210,1101,무,0,0,1101,0,1610
20060210,1207,건고추,-6.733,0,1207,4530,6729
20060210,1209,마늘,-14.321,0,12A9,3500,6203
20060210,1209,마늘,-1.195,0,1209,2150,0
20060210,1201,양파,-18.135,-3.639,1201,632,1387
20060210,1202,대파,235.206,0.372,1202,2685,3826
20060211,1001,배추,155.723,-17.213,1001,2033.333,3116
20060211,1101,무,0,0,1101,0,1610
20060211,1207,건고추,-7.024,0.22,1207,4540,6729
20060211,1209,마늘,-14.363,0,12A9,3500,6203
20060211,1209,마늘,-2.978,0,1209,2150,0
20060211,1201,양파,-7.95,14.71,1201,741,1387
20060211,1202,대파,140.964,-22.045,1202,2200,3826
20060212,1001,배추,155.723,-17.213,1001,2033.333,3116
20060212,1101,무,0,0,1101,0,1610
20060212,1207,건고추,-7.024,0.22,1207,4540,6729
20060212,1209,마늘,-14.363,0,12A9,3500,6203
20060212,1209,마늘,-2.978,0,1209,2150,0
20060212,1201,양파,-7.95,14.71,1201,741,1387
20060212,1202,대파,140.964,-22.045,1202,2200,3826
20060213,1001,배추,132.327,-10.108,1001,1846.667,3214
20060213,1101,무,0,0,1101,0,1548
20060213,1207,건고추,-7.024,0.22,1207,4540,6729
20060213,1209,마늘,-14.363,0,12A9,3500,6203
20060213,1209,마늘,-2.978,0,1209,2150,0
20060213,1201,양파,-4.596,3.516,1201,768,1397
20060213,1202,대파,135.487,-2.326,1202,2150,3795
20060214,1001,배추,129.56,-1.187,1001,1825,3232
20060214,1101,무,0,0,1101,0,1495
20060214,1207,건고추,-7.024,0,1207,4540,6729
20060214,1209,마늘,-15.831,-1.744,12A9,3440,6203
20060214,1209,마늘,-2.978,0,1209,2150,0
20060425,1209,마늘,-11.012,-1.117,12A9,3580,6022
20060425,1209,마늘,-9.329,-0.962,1209,2080,0
20060425,1201,양파,73.696,8.761,1201,799,1714
20060425,1202,대파,164.137,1.408,1202,1775,3200
20060426,1001,배추,107.71,6.563,1001,2666.667,3142
20060426,1101,무,0,0,1101,0,1472
20060426,1207,건고추,-9.227,0,1207,4260,6367
20060426,1209,마늘,-11.012,0,12A9,3580,6038
20060426,1209,마늘,-9.329,0,1209,2080,0
20060426,1201,양파,61.739,-7.392,1201,744,1716
20060426,1202,대파,162.649,-0.567,1202,1765,3199
20060427,1001,배추,94.704,-6.667,1001,2500,3090
20060427,1101,무,0,0,1101,0,1472
20060427,1207,건고추,-9.227,0,1207,4260,7571
20060427,1209,마늘,-11.012,0,12A9,3580,6040
20060427,1209,마늘,-9.329,0,1209,2080,0
20060427,1201,양파,55.435,-4.056,1201,715,1748
20060427,1202,대파,142.56,-8.282,1202,1630,3244
20060428,1001,배추,73.91,-11.94,1001,2233.333,3100
20060428,1101,무,0,0,1101,0,1434
20060428,1207,건고추,-9.227,0,1207,4260,7571
20060428,1209,마늘,-11.012,0,12A9,3580,6073
20060428,1209,마늘,-9.329,0,1209,2080,0
20060428,1201,양파,49.13,-4.227,1201,686,1762
20060428,1202,대파,120.982,-9.764,1202,1485,3355
20060429,1001,배추,75.857,1.107,1001,2258.333,3100
20060429,1101,무,0,0,1101,0,1434
20060429,1207,건고추,-9.227,0,1207,4260,7571
20060429,1209,마늘,-11.012,0,12A9,3580,6094
20060429,1209,마늘,-9.329,0,1209,2080,0
20060429,1201,양파,48.261,-0.587,1201,682,1762
20060429,1202,대파,99.405,-10.821,1202,1340,3355
20060704,1209,마늘,-6.659,0,12A9,3140,6162
20060704,1209,마늘,-9.887,0,1209,1750,0
20060704,1201,양파,28.01,-4.415,1201,521,1252
20060704,1202,대파,-24.451,-23.636,1202,550,2462
20060705,1001,배추,0,-20.513,1001,650,1585
20060705,1101,무,0,0,1101,0,1357
20060705,1207,건고추,-10.938,0,1207,4340,6729
20060705,1209,마늘,-6.064,0.633,12A9,3160,6175
20060705,1209,마늘,-9.887,0,1209,1750,0
20060705,1201,양파,45.946,12.29,1201,594,1236
20060705,1202,대파,-27.198,-3.774,1202,530,2481
20060706,1001,배추,0,-20,1001,541.667,1576
20060706,1101,무,0,0,1101,0,1337
20060706,1207,건고추,-10.938,0,1207,4340,6729
20060706,1209,마늘,-6.064,0,12A9,3160,6091
20060706,1209,마늘,-8.857,1.13,1209,1770,0
