"시도별",2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"시도별",근채류:면적 (ha),생산량 (톤),무:면적 (ha),생산량 (톤),노지무:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지봄무:면적 (ha),10a당 생산량 (kg),생산량 (톤),일반봄무:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지무:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을무:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을일반무:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을총각무:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지겨울무:면적 (ha),10a당 생산량 (kg),생산량 (톤),시설무:면적 (ha),10a당 생산량 (kg),생산량 (톤),당근:면적 (ha),10a당 생산량 (kg),생산량 (톤)
"계",6340,483819,6340,483819,6340,7631,483819,0,0,0,0,0,0,0,0,0,6340,7631,483819,5226,8128,424785,1114,5299,59034,0,0,0,0,0,0,0,0,0
"서울특별시",4,312,4,312,4,7242,312,0,0,0,0,0,0,0,0,0,4,7242,312,4,7615,278,1,5161,34,0,0,0,0,0,0,0,0,0
"부산광역시",39,2984,39,2984,39,7682,2984,0,0,0,0,0,0,0,0,0,39,7682,2984,39,7682,2984,0,0,0,0,0,0,0,0,0,0,0,0
"대구광역시",31,2268,31,2268,31,7246,2268,0,0,0,0,0,0,0,0,0,31,7246,2268,31,7246,2268,0,0,0,0,0,0,0,0,0,0,0,0
"인천광역시",96,7837,96,7837,96,8132,7837,0,0,0,0,0,0,0,0,0,96,8132,7837,75,8758,6559,21,5950,1277,0,0,0,0,0,0,0,0,0
"광주광역시",142,14673,142,14673,142,10333,14673,0,0,0,0,0,0,0,0,0,142,10333,14673,142,10333,14673,0,0,0,0,0,0,0,0,0,0,0,0
"대전광역시",25,1648,25,1648,25,6506,1648,0,0,0,0,0,0,0,0,0,25,6506,1648,24,6556,1587,1,5414,61,0,0,0,0,0,0,0,0,0
"울산광역시",54,4188,54,4188,54,7685,4188,0,0,0,0,0,0,0,0,0,54,7685,4188,54,7690,4185,0,4427,3,0,0,0,0,0,0,0,0,0
"세종특별자치시",38,2154,38,2154,38,5703,2154,0,0,0,0,0,0,0,0,0,38,5703,2154,21,7141,1480,17,3956,675,0,0,0,0,0,0,0,0,0
"경기도",1244,85528,1244,85528,1244,6876,85528,0,0,0,0,0,0,0,0,0,1244,6876,85528,870,7615,66219,374,5161,19309,0,0,0,0,0,0,0,0,0
"강원도",535,31622,535,31622,535,5913,31622,0,0,0,0,0,0,0,0,0,535,5913,31622,444,6424,28539,91,3403,3083,0,0,0,0,0,0,0,0,0
"충청북도",190,11932,190,11932,190,6280,11932,0,0,0,0,0,0,0,0,0,190,6280,11932,151,6563,9918,39,5177,2014,0,0,0,0,0,0,0,0,0
"충청남도",1164,87729,1164,87729,1164,7540,87729,0,0,0,0,0,0,0,0,0,1164,7540,87729,896,8175,73233,268,5414,14496,0,0,0,0,0,0,0,0,0
"전라북도",1099,85057,1099,85057,1099,7741,85057,0,0,0,0,0,0,0,0,0,1099,7741,85057,999,7603,75929,100,9120,9128,0,0,0,0,0,0,0,0,0
"전라남도",1071,98434,1071,98434,1071,9188,98434,0,0,0,0,0,0,0,0,0,1071,9188,98434,873,10272,89642,199,4427,8792,0,0,0,0,0,0,0,0,0
"경상북도",438,32214,438,32214,438,7356,32214,0,0,0,0,0,0,0,0,0,438,7356,32214,434,7381,32052,4,4427,162,0,0,0,0,0,0,0,0,0
"경상남도",170,15239,170,15239,170,8987,15239,0,0,0,0,0,0,0,0,0,170,8987,15239,170,8987,15239,0,0,0,0,0,0,0,0,0,0,0,0
"제주도",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
