"시도별",2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006
"시도별",근채류:면적 (ha),생산량 (톤),무:면적 (ha),생산량 (톤),노지무:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지봄무:면적 (ha),10a당 생산량 (kg),생산량 (톤),일반봄무:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지무:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을무:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을일반무:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을총각무:면적 (ha),10a당 생산량 (kg),생산량 (톤),시설무:면적 (ha),10a당 생산량 (kg),생산량 (톤),당근:면적 (ha),10a당 생산량 (kg),생산량 (톤)
"계",33763,1625202,30497,1494839,25392,5008,1271617,15634,3866,604399,13192,4042,533210,2442,2915,71189,9758,6838,667218,8421,7389,622241,1337,3364,44977,5105,4373,223222,3266,3992,130363
"서울특별시",92,3508,92,3508,28,5196,1455,7,3743,262,7,3740,262,0,0,0,21,5682,1193,17,6306,1072,4,3029,121,64,3208,2053,0,0,0
"부산광역시",356,14635,262,12087,139,4390,6102,122,4059,4952,122,4059,4952,0,0,0,17,6766,1150,17,6766,1150,0,0,0,123,4866,5985,94,2711,2548
"대구광역시",155,8128,155,8128,83,5957,4944,30,3770,1131,30,3770,1131,0,0,0,53,7194,3813,52,7268,3779,1,3342,33,72,4422,3184,0,0,0
"인천광역시",370,18557,368,18518,323,5250,16959,83,3888,3227,83,3888,3227,0,0,0,240,5722,13732,223,5879,13110,17,3659,622,45,3464,1559,2,1941,39
"광주광역시",482,25675,482,25675,191,7519,14361,24,4092,982,24,4090,982,0,0,0,167,8011,13379,167,8011,13379,0,0,0,291,3888,11314,0,0,0
"대전광역시",81,3410,81,3410,49,5233,2564,14,4407,617,14,4408,617,0,0,0,35,5562,1947,29,6155,1785,6,2697,162,32,2643,846,0,0,0
"울산광역시",139,7592,139,7592,110,5595,6154,44,4041,1778,44,4040,1778,0,0,0,66,6631,4376,66,6631,4376,0,0,0,29,4959,1438,0,0,0
"경기도",5088,218445,5087,218423,3111,4428,137743,1356,3478,47162,1356,3478,47162,0,0,0,1755,5161,90581,1142,6306,72011,613,3029,18570,1976,4083,80680,1,2174,22
"강원도",4020,136357,3837,130653,3773,3392,127964,3318,3058,101469,1299,3436,44634,2019,2815,56835,455,5823,26495,396,6304,24963,59,2597,1532,64,4201,2689,183,3117,5704
"충청북도",1813,80641,1799,80202,1690,4469,75519,1291,4302,55540,1282,4307,55216,9,3597,324,399,5007,19979,300,5840,17519,99,2485,2461,109,4296,4683,14,3133,439
"충청남도",3094,150794,3001,148166,2514,4901,123217,1173,3665,42990,1173,3665,42990,0,0,0,1341,5983,80227,1080,6591,71183,261,3465,9044,487,5123,24949,93,2826,2628
"전라북도",3636,241603,3621,241193,3051,6983,213058,882,4017,35427,716,4113,29449,166,3601,5978,2169,8190,177631,1952,8574,167363,217,4731,10267,570,4936,28135,15,2736,410
"전라남도",3725,214945,3692,214136,2992,6042,180788,1614,4370,70532,1614,4370,70532,0,0,0,1378,8001,110256,1324,8179,108292,54,3637,1964,700,4764,33348,33,2452,809
"경상북도",2833,112338,2703,109122,2407,4112,98987,1738,3234,56207,1552,3257,50549,186,3042,5658,669,6395,42780,663,6422,42579,6,3342,201,296,3424,10135,130,2474,3216
"경상남도",1611,78993,1311,70617,1064,5488,58393,488,3980,19421,426,3997,17027,62,3862,2394,576,6766,38972,576,6766,38972,0,0,0,247,4949,12224,300,2792,8376
"제주도",6268,309581,3867,203409,3867,5260,203409,3450,4716,162702,3450,4716,162702,0,0,0,417,9762,40707,417,9762,40707,0,0,0,0,0,0,2401,4422,106172
