"시도별",2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008
"시도별",근채류:면적 (ha),생산량 (톤),무:면적 (ha),생산량 (톤),노지무:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지봄무:면적 (ha),10a당 생산량 (kg),생산량 (톤),일반봄무:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지무:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을무:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을일반무:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을총각무:면적 (ha),10a당 생산량 (kg),생산량 (톤),시설무:면적 (ha),10a당 생산량 (kg),생산량 (톤),당근:면적 (ha),10a당 생산량 (kg),생산량 (톤)
"계",29866,1501768,27308,1402187,23704,5281,1251862,14756,3909,576849,12210,4099,500511,2546,2998,76338,8948,7544,675013,7712,8057,621350,1236,4342,53663,3604,4171,150325,2558,3893,99581
"서울특별시",52,2165,52,2165,18,6278,1130,3,3667,110,3,3660,110,0,0,0,15,6797,1020,11,7504,825,4,4851,194,34,3044,1035,0,0,0
"부산광역시",390,15168,236,10979,115,4703,5409,93,4062,3778,93,4062,3778,0,0,0,22,7415,1631,22,7415,1631,0,0,0,121,4603,5570,154,2720,4189
"대구광역시",162,8413,162,8413,83,5302,4401,41,3673,1506,41,3672,1506,0,0,0,42,6893,2895,42,6893,2895,0,0,0,79,5078,4012,0,0,0
"인천광역시",269,14775,269,14775,246,5565,13689,99,3491,3456,99,3491,3456,0,0,0,147,6961,10233,135,7149,9651,12,4851,582,23,4722,1086,0,0,0
"광주광역시",379,20237,379,20237,160,7031,11249,25,3948,987,25,3947,987,0,0,0,135,7602,10262,135,7602,10262,0,0,0,219,4104,8988,0,0,0
"대전광역시",99,3742,99,3742,52,4742,2466,9,4511,406,9,4511,406,0,0,0,43,4790,2060,38,4884,1856,5,4070,204,47,2715,1276,0,0,0
"울산광역시",90,5835,90,5835,70,7136,4995,12,3525,423,12,3525,423,0,0,0,58,7883,4572,58,7883,4572,0,0,0,20,4200,840,0,0,0
"경기도",3764,185442,3757,185269,2638,5485,144694,1021,3833,39135,1021,3833,39135,0,0,0,1617,6528,105559,1022,7504,76694,595,4851,28865,1119,3626,40575,7,2471,173
"강원도",4016,142259,3881,138251,3805,3549,135036,3459,3196,110549,1100,3627,39897,2359,2995,70652,346,7077,24487,290,7836,22724,56,3149,1763,76,4230,3215,135,2969,4008
"충청북도",1634,76337,1604,75459,1485,4667,69310,1084,4089,44325,1084,4089,44325,0,0,0,401,6231,24985,332,6803,22586,69,3478,2400,119,5167,6149,30,2925,878
"충청남도",2602,135274,2457,131916,2145,5464,117193,965,3277,31623,965,3277,31623,0,0,0,1180,7252,85570,959,7985,76574,221,4070,8996,312,4719,14723,145,2316,3358
"전라북도",3114,197880,3113,197841,2810,6535,183627,1172,3989,46751,1111,4021,44673,61,3407,2078,1638,8356,136876,1547,8550,132269,91,5063,4607,303,4691,14214,1,3850,39
"전라남도",3016,173316,2989,172614,2418,6071,146805,1066,4442,47352,1066,4442,47352,0,0,0,1352,7356,99453,1195,7890,94282,157,3293,5171,571,4520,25809,27,2600,702
"경상북도",2557,103449,2425,100604,2122,4208,89296,1604,3445,55255,1506,3507,52815,98,2490,2440,518,6572,34041,504,6658,33554,14,3478,487,303,3732,11308,132,2155,2845
"경상남도",1657,81411,1245,66167,987,5536,54642,565,4221,23846,537,4223,22678,28,4173,1168,422,7298,30796,410,7415,30401,12,3293,395,258,4467,11525,412,3700,15244
"제주도",6065,336065,4550,267920,4550,5888,267920,3538,4730,167347,3538,4730,167347,0,0,0,1012,9938,100573,1012,9938,100573,0,0,0,0,0,0,1515,4498,68145
