"시도별",2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008
"시도별",조미채소:면적 (ha),생산량 (톤),고추:면적 (ha),생산량 (톤),건고추:면적 (ha),10a당 생산량 (kg),생산량 (톤),풋고추:면적 (ha),10a당 생산량 (kg),생산량 (톤),파:면적 (ha),생산량 (톤),노지파:면적 (ha),10a당 생산량 (kg),생산량 (톤),시설파:면적 (ha),10a당 생산량 (kg),생산량 (톤),대파:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지대파:면적 (ha),10a당 생산량 (kg),생산량 (톤),시설대파:면적 (ha),10a당 생산량 (kg),생산량 (톤),쪽파:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지쪽파:면적 (ha),10a당 생산량 (kg),생산량 (톤),시설쪽파:면적 (ha),10a당 생산량 (kg),생산량 (톤),양파:면적 (ha),10a당 생산량 (kg),생산량 (톤),생강:면적 (ha),10a당 생산량 (kg),생산량 (톤),마늘:면적 (ha),10a당 생산량 (kg),생산량 (톤)
"계",118743,2319148,54885,385763,48825,253,123509,6060,4328,262254,18749,505056,16908,2678,452720,1841,2843,52336,12821,2870,367936,11385,2863,325905,1436,2927,42031,5928,2313,137120,5523,2296,126815,405,2544,10305,15392,6725,1035076,1301,1367,17790,28416,1321,375463
"서울특별시",166,5672,45,2138,19,211,40,26,8071,2098,119,3517,92,2677,2463,27,3904,1054,118,2963,3496,91,2683,2442,27,3902,1054,1,2100,21,1,2104,21,0,0,0,0,0,0,0,0,0,2,865,17
"부산광역시",1000,28195,75,423,69,274,189,6,3894,234,887,26985,881,3041,26794,6,3183,191,730,3223,23529,727,3222,23424,3,3510,105,157,2201,3456,154,2188,3370,3,2882,86,5,6969,348,2,1052,21,31,1348,418
"대구광역시",752,18283,215,2862,158,214,338,57,4428,2524,190,4799,155,2489,3858,35,2689,941,185,2544,4706,150,2510,3765,35,2688,941,5,1860,93,5,1866,93,0,0,0,99,6782,6714,0,0,0,248,1575,3907
"인천광역시",1125,13090,605,1385,605,229,1385,0,0,0,419,10104,358,2304,8250,61,3039,1854,390,2447,9543,329,2337,7689,61,3039,1854,29,1934,561,29,1933,561,0,0,0,16,5713,914,0,0,0,85,808,687
"광주광역시",781,25361,651,20854,164,211,346,487,4211,20508,20,498,20,2490,498,0,0,0,8,3213,257,8,3211,257,0,0,0,12,2008,241,12,2009,241,0,0,0,66,5143,3394,3,1889,57,41,1361,558
"대전광역시",206,2856,125,1037,101,226,228,24,3370,809,63,1575,62,2508,1555,1,2000,20,54,2570,1388,54,2571,1388,0,0,0,9,2078,187,8,2093,167,1,2000,20,2,6137,123,0,0,0,16,758,121
"울산광역시",301,4265,170,448,167,207,346,3,3409,102,38,732,38,1926,732,0,0,0,24,1767,424,24,1765,424,0,0,0,14,2200,308,14,2200,308,0,0,0,47,5633,2648,0,0,0,46,952,438
"경기도",7857,107430,3935,17377,3557,205,7307,378,2664,10070,3312,83929,2522,2460,62046,790,2770,21883,3066,2562,78549,2333,2484,57952,733,2810,20597,246,2187,5380,189,2166,4094,57,2257,1286,39,3114,1215,13,636,83,558,865,4827
"강원도",5295,64631,4170,41283,3378,230,7766,792,4232,33517,717,19493,691,2725,18831,26,2546,662,645,2778,17917,627,2784,17456,18,2561,461,72,2189,1576,64,2149,1375,8,2514,201,11,6174,679,1,1400,14,396,799,3162
"충청북도",7624,52007,5970,19501,5789,249,14429,181,2802,5072,921,24638,667,2594,17299,254,2889,7339,715,2784,19907,531,2680,14231,184,3085,5676,206,2297,4731,136,2256,3068,70,2376,1663,70,4592,3214,13,1317,171,650,690,4482
"충청남도",11497,133142,5999,33946,5316,234,12431,683,3150,21515,2086,45190,1839,2062,37923,247,2942,7267,474,2605,12348,375,2418,9068,99,3313,3280,1612,2037,32842,1464,1971,28855,148,2694,3987,294,6137,18044,535,1157,6190,2583,1153,29771
"전라북도",9206,124697,6124,23493,5895,235,13841,229,4215,9652,1076,29638,1002,2763,27690,74,2632,1948,932,2806,26148,863,2819,24328,69,2638,1820,144,2424,3490,139,2419,3362,5,2564,128,996,5949,59255,305,1368,4172,705,1154,8138
"전라남도",33588,899102,9049,52425,8305,295,24525,744,3750,27900,5794,178559,5651,3084,174299,143,2979,4260,3618,3317,119999,3542,3324,117736,76,2978,2263,2176,2691,58560,2109,2682,56563,67,2980,1997,8165,6561,535704,94,1287,1210,10486,1251,131204
"경상북도",20634,291353,13538,47772,12991,262,34037,547,2511,13735,1348,31655,1251,2323,29062,97,2673,2593,1059,2525,26735,982,2499,24540,77,2850,2195,289,1702,4920,269,1681,4522,20,1988,398,1978,7955,157341,329,1766,5810,3441,1417,48775
"경상남도",13110,412154,4196,120757,2294,274,6276,1902,6019,114481,693,18453,615,2631,16179,78,2915,2274,499,2906,14499,445,2857,12714,54,3306,1785,194,2038,3954,170,2038,3465,24,2038,489,2812,6995,196688,6,1052,63,5403,1410,76193
"제주도",5601,136911,18,61,17,141,24,1,3710,37,1066,25291,1064,2372,25241,2,2500,50,304,2793,8491,304,2793,8491,0,0,0,762,2205,16800,760,2204,16750,2,2512,50,792,6161,48794,0,0,0,3725,1685,62764
