"시도별",2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007
"시도별",조미채소:면적 (ha),생산량 (톤),고추:면적 (ha),생산량 (톤),건고추:면적 (ha),10a당 생산량 (kg),생산량 (톤),풋고추:면적 (ha),10a당 생산량 (kg),생산량 (톤),파:면적 (ha),생산량 (톤),노지파:면적 (ha),10a당 생산량 (kg),생산량 (톤),시설파:면적 (ha),10a당 생산량 (kg),생산량 (톤),대파:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지대파:면적 (ha),10a당 생산량 (kg),생산량 (톤),시설대파:면적 (ha),10a당 생산량 (kg),생산량 (톤),쪽파:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지쪽파:면적 (ha),10a당 생산량 (kg),생산량 (톤),시설쪽파:면적 (ha),10a당 생산량 (kg),생산량 (톤),양파:면적 (ha),10a당 생산량 (kg),생산량 (톤),생강:면적 (ha),10a당 생산량 (kg),생산량 (톤),마늘:면적 (ha),10a당 생산량 (kg),생산량 (톤)
"계",125869,2492612,60842,414136,54876,292,160398,5966,4253,253738,18157,488814,16165,2678,432889,1992,2807,55925,12591,2830,356286,11111,2820,313283,1480,2906,43003,5566,2381,132528,5054,2367,119606,512,2524,12922,17751,6836,1213375,2133,1347,28741,26986,1288,347546
"서울특별시",123,3021,29,388,25,238,60,4,8196,328,92,2618,86,2783,2393,6,3750,225,90,2857,2571,85,2790,2372,5,3976,199,2,2350,47,1,2051,21,1,2645,26,0,0,0,1,730,7,1,780,8
"부산광역시",1041,30609,57,344,52,285,148,5,3917,196,926,28689,899,3088,27760,27,3441,929,800,3260,26082,776,3253,25243,24,3497,839,126,2069,2607,123,2046,2517,3,3000,90,16,7053,1129,16,843,135,26,1199,312
"대구광역시",607,13518,204,2323,160,204,327,44,4536,1996,147,3847,117,2710,3171,30,2253,676,140,2653,3714,111,2756,3059,29,2257,655,7,1900,133,6,1867,112,1,2065,21,76,6376,4846,0,0,0,180,1390,2502
"인천광역시",1069,10440,677,1855,677,274,1855,0,0,0,271,6570,241,2357,5680,30,2967,890,229,2514,5757,203,2438,4949,26,3108,808,42,1936,813,38,1924,731,4,2056,82,27,5035,1359,0,0,0,94,698,656
"광주광역시",704,20915,581,17945,152,268,407,429,4088,17538,65,1420,46,2035,936,19,2547,484,3,3033,91,1,3200,32,2,2973,59,62,2144,1329,45,2009,904,17,2500,425,23,5278,1214,0,0,0,35,959,336
"대전광역시",179,1864,135,943,114,216,246,21,3317,697,31,788,29,2528,733,2,2750,55,21,2714,570,19,2711,515,2,2750,55,10,2180,218,10,2183,218,0,0,0,1,5258,53,1,1100,11,11,630,69
"울산광역시",329,4040,207,493,205,209,429,2,3182,64,50,1240,50,2480,1240,0,0,0,33,2624,866,33,2625,866,0,0,0,17,2200,374,17,2200,374,0,0,0,32,6058,1939,0,0,0,40,920,368
"경기도",8368,110229,4319,21187,3881,245,9510,438,2666,11677,3394,81901,2555,2295,58643,839,2772,23258,3070,2418,74229,2287,2284,52235,783,2809,21994,324,2368,7672,268,2391,6408,56,2257,1264,51,4783,2439,16,730,117,588,780,4585
"강원도",5470,70736,4417,47470,3522,261,9200,895,4276,38270,699,18663,680,2676,18200,19,2437,463,635,2720,17272,621,2726,16928,14,2458,344,64,2173,1391,59,2156,1272,5,2382,119,39,5049,1969,3,1273,38,312,832,2596
"충청북도",8785,51613,7337,23908,7142,274,19567,195,2226,4341,796,20724,608,2532,15392,188,2836,5332,681,2688,18304,512,2623,13430,169,2884,4874,115,2104,2420,96,2044,1962,19,2408,458,43,5186,2230,26,1390,361,583,753,4390
"충청남도",12328,138866,6471,39125,5754,274,15779,717,3256,23346,2060,46719,1629,2160,35189,431,2675,11530,445,2628,11695,334,2529,8447,111,2926,3248,1615,2169,35024,1295,2065,26742,320,2588,8282,312,5258,16404,1063,1169,12426,2422,999,24192
"전라북도",9761,104357,6998,26511,6839,280,19170,159,4617,7341,959,27025,909,2817,25602,50,2846,1423,863,2878,24833,823,2872,23637,40,2991,1196,96,2283,2192,86,2285,1965,10,2267,227,708,5284,37410,468,1389,6501,628,1100,6910
"전라남도",36100,1044477,9988,55671,9284,327,30376,704,3593,25295,5868,179235,5746,3055,175540,122,3029,3695,3929,3139,123333,3838,3143,120628,91,2973,2705,1939,2883,55902,1908,2878,54912,31,3192,990,9731,6976,678843,140,1184,1658,10373,1244,129070
"경상북도",22794,320502,15305,60379,14761,317,46779,544,2500,13600,1236,31225,1101,2481,27319,135,2893,3906,921,2783,25627,828,2728,22588,93,3268,3039,315,1777,5598,273,1733,4731,42,2065,867,2460,7128,175358,385,1914,7369,3408,1355,46171
"경상남도",12630,411700,4078,115328,2275,286,6499,1803,6036,108829,782,20654,688,2557,17595,94,3254,3059,555,2935,16291,464,2867,13303,91,3284,2988,227,1922,4363,224,1916,4292,3,2358,71,2913,7057,205558,14,843,118,4843,1446,70042
"제주도",5581,155725,39,265,33,136,45,6,3674,220,781,17496,781,2240,17496,0,0,0,176,2870,5051,176,2870,5051,0,0,0,605,2057,12445,605,2057,12445,0,0,0,1319,6264,82625,0,0,0,3442,1608,55339
