"시도별",2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003
"시도별",근채류:면적 (ha),생산량 (톤),무:면적 (ha),생산량 (톤),노지무:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지봄무:면적 (ha),10a당 생산량 (kg),생산량 (톤),일반봄무:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지무:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을무:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을일반무:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을총각무:면적 (ha),10a당 생산량 (kg),생산량 (톤),시설무:면적 (ha),10a당 생산량 (kg),생산량 (톤),당근:면적 (ha),10a당 생산량 (kg),생산량 (톤)
"계",38391,1685816,35051,1561341,29424,4559,1341472,18079,3850,696122,15153,3974,602162,2926,3211,93960,11345,5688,645350,9593,6143,589282,1752,3200,56068,5627,3907,219869,3340,3727,124475
"서울특별시",63,2327,63,2327,21,3443,723,12,2725,327,12,2723,327,0,0,0,9,4400,396,7,4926,345,2,2561,51,42,3819,1604,0,0,0
"부산광역시",407,18414,348,16638,195,4646,9060,177,4585,8115,177,4585,8115,0,0,0,18,5250,945,18,5252,945,0,0,0,153,4953,7578,59,3010,1776
"대구광역시",256,11251,256,11251,96,4470,4291,60,3970,2382,60,3970,2382,0,0,0,36,5303,1909,34,5464,1858,2,2535,51,160,4350,6960,0,0,0
"인천광역시",550,19712,548,19652,329,4282,14089,127,3998,5077,127,3998,5077,0,0,0,202,4461,9012,183,4668,8542,19,2473,470,219,2540,5563,2,2999,60
"광주광역시",709,43610,707,43546,472,7309,34498,96,4300,4128,96,4300,4128,0,0,0,376,8077,30370,376,8077,30370,0,0,0,235,3850,9048,2,3200,64
"대전광역시",242,7870,242,7870,84,4682,3933,36,4042,1455,36,4043,1455,0,0,0,48,5163,2478,39,5585,2178,9,3336,300,158,2492,3937,0,0,0
"울산광역시",167,6916,115,5455,103,4699,4840,46,3728,1715,46,3728,1715,0,0,0,57,5482,3125,57,5483,3125,0,0,0,12,5125,615,52,2809,1461
"경기도",5433,202278,5411,201810,3540,3832,135670,1634,3560,58170,1634,3560,58170,0,0,0,1906,4066,77500,1213,4926,59752,693,2561,17748,1871,3535,66140,22,2129,468
"강원도",4640,149338,4244,137561,4147,3236,134189,3729,3126,116553,1572,3173,49880,2157,3091,66673,418,4219,17636,368,4418,16258,50,2755,1378,97,3476,3372,396,2974,11777
"충청북도",2212,95417,2200,95096,1959,4386,85926,1537,4317,66356,1522,4327,65857,15,3328,499,422,4637,19570,326,5292,17252,96,2415,2318,241,3805,9170,12,2674,321
"충청남도",4101,177755,4016,174803,3381,4367,147650,1956,3453,67541,1956,3453,67541,0,0,0,1425,5622,80109,1238,6050,74899,187,2786,5210,635,4276,27153,85,3473,2952
"전라북도",5326,279314,5278,278065,4698,5347,251205,1678,3893,65329,1302,3997,52041,376,3534,13288,3020,6155,185876,2609,6405,167106,411,4567,18770,580,4631,26860,48,2602,1249
"전라남도",4089,210915,4033,209472,3338,5427,181137,1614,4309,69547,1614,4309,69547,0,0,0,1724,6473,111590,1466,6991,102488,258,3528,9102,695,4077,28335,56,2576,1443
"경상북도",3312,118754,3158,115859,3036,3664,111253,2259,3136,70853,2009,3149,63263,250,3036,7590,777,5199,40400,757,5266,39864,20,2682,536,122,3775,4606,154,1880,2895
"경상남도",2212,95529,1792,85802,1395,4822,67270,866,3907,33836,738,3784,27926,128,4617,5910,529,6320,33434,524,6355,33300,5,2682,134,397,4668,18532,420,2316,9727
"제주도",4672,246416,2640,156134,2630,5922,155738,2252,5539,124738,2252,5539,124738,0,0,0,378,8201,31000,378,8201,31000,0,0,0,10,3960,396,2032,4443,90282
