"시도별",2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004
"시도별",근채류:면적 (ha),생산량 (톤),무:면적 (ha),생산량 (톤),노지무:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지봄무:면적 (ha),10a당 생산량 (kg),생산량 (톤),일반봄무:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지무:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을무:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을일반무:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을총각무:면적 (ha),10a당 생산량 (kg),생산량 (톤),시설무:면적 (ha),10a당 생산량 (kg),생산량 (톤),당근:면적 (ha),10a당 생산량 (kg),생산량 (톤)
"계",38469,1789907,36303,1709943,29725,4872,1448299,18096,3679,665830,15862,3747,594278,2234,3203,71552,11629,6729,782469,10358,7142,739755,1271,3361,42714,6578,3978,261644,2166,3692,79964
"서울특별시",85,2870,85,2870,31,4090,1268,13,2200,286,13,2197,286,0,0,0,18,5456,982,15,5875,881,3,3365,101,54,2967,1602,0,0,0
"부산광역시",493,24546,445,22842,172,4346,7475,152,4409,6702,152,4409,6702,0,0,0,20,3865,773,11,5776,635,9,1532,138,273,5629,15367,48,3550,1704
"대구광역시",297,12166,297,12166,137,4534,6211,95,3849,3657,95,3849,3657,0,0,0,42,6081,2554,42,6080,2554,0,0,0,160,3722,5955,0,0,0
"인천광역시",602,27945,600,27889,347,5927,20565,81,3484,2822,81,3484,2822,0,0,0,266,6670,17743,243,6913,16799,23,4105,944,253,2895,7324,2,2793,56
"광주광역시",789,41145,787,41088,422,7930,33463,89,4288,3816,89,4288,3816,0,0,0,333,8903,29647,333,8903,29647,0,0,0,365,2089,7625,2,2874,57
"대전광역시",203,6835,203,6835,67,4967,3328,22,4309,948,22,4309,948,0,0,0,45,5289,2380,35,5926,2074,10,3058,306,136,2579,3507,0,0,0
"울산광역시",137,7377,137,7377,125,5410,6762,68,4294,2920,68,4294,2920,0,0,0,57,6740,3842,57,6741,3842,0,0,0,12,5125,615,0,0,0
"경기도",5943,255635,5904,254798,3735,4555,170120,1739,3552,61769,1739,3552,61769,0,0,0,1996,5428,108351,1383,6343,87724,613,3365,20627,2169,3904,84678,39,2147,837
"강원도",3838,131095,3595,123907,3503,3436,120359,2999,3138,94112,1349,3356,45272,1650,2960,48840,504,5208,26247,422,5721,24143,82,2566,2104,92,3857,3548,243,2958,7188
"충청북도",2117,96488,2103,96130,1860,4629,86101,1417,4511,63927,1397,4520,63144,20,3915,783,443,5005,22174,366,5449,19943,77,2897,2231,243,4127,10029,14,2560,358
"충청남도",4157,195856,4014,192077,3357,4916,165015,1479,3436,50818,1479,3436,50818,0,0,0,1878,6081,114197,1663,6510,108261,215,2761,5936,657,4119,27062,143,2643,3779
"전라북도",5479,335078,5433,333882,4762,6396,304573,1914,4016,76860,1648,4055,66826,266,3772,10034,2848,7996,227713,2725,8140,221815,123,4795,5898,671,4368,29309,46,2600,1196
"전라남도",4393,245236,4342,243770,3510,5900,207104,1858,4543,84409,1858,4543,84409,0,0,0,1652,7427,122695,1548,7664,118639,104,3900,4056,832,4407,36666,51,2874,1466
"경상북도",3053,123863,2966,122141,2704,4152,112274,1924,3432,66030,1715,3321,56955,209,4342,9075,780,5929,46244,769,5969,45902,11,3106,342,262,3766,9867,87,1979,1722
"경상남도",2030,97867,1711,89369,1317,5399,71099,718,3767,27049,629,3852,24229,89,3168,2820,599,7354,44050,598,7361,44019,1,3106,31,394,4637,18270,319,2664,8498
"제주도",4853,185905,3681,132802,3676,3607,132582,3528,3393,119705,3528,3393,119705,0,0,0,148,8701,12877,148,8701,12877,0,0,0,5,4400,220,1172,4531,53103
