"시도별",2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010
"시도별",근채류:면적 (ha),생산량 (톤),무:면적 (ha),생산량 (톤),노지무:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지봄무:면적 (ha),10a당 생산량 (kg),생산량 (톤),일반봄무:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지무:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을무:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을일반무:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을총각무:면적 (ha),10a당 생산량 (kg),생산량 (톤),시설무:면적 (ha),10a당 생산량 (kg),생산량 (톤),당근:면적 (ha),10a당 생산량 (kg),생산량 (톤)
"계",24602,1141461,21891,1039345,20890,4768,995981,13417,3896,522751,11256,4152,467369,2161,2563,55382,7473,6333,473230,6260,6874,430333,1213,3536,42896,1001,4332,43364,2711,3767,102116
"서울특별시",8,375,8,375,8,4688,375,0,0,0,0,0,0,0,0,0,8,4681,375,5,5418,271,3,3454,104,0,0,0,0,0,0
"부산광역시",368,10214,74,1726,71,2358,1674,67,2154,1443,67,2153,1443,0,0,0,4,5767,231,4,5767,231,0,0,0,3,1717,52,294,2887,8488
"대구광역시",48,1988,48,1988,46,4139,1904,4,4375,175,4,4379,175,0,0,0,42,4117,1729,42,4117,1729,0,0,0,2,4207,84,0,0,0
"인천광역시",206,8875,206,8875,192,4289,8235,8,3188,255,8,3192,255,0,0,0,184,4337,7980,177,4372,7739,7,3454,242,14,4570,640,0,0,0
"광주광역시",169,10598,169,10598,144,6547,9428,27,4204,1135,27,4204,1135,0,0,0,117,7088,8293,117,7088,8293,0,0,0,25,4680,1170,0,0,0
"대전광역시",21,1062,21,1062,21,5057,1062,4,2400,96,4,2409,96,0,0,0,17,5681,966,15,5980,897,2,3435,69,0,0,0,0,0,0
"울산광역시",82,5098,82,5098,76,6438,4893,5,3360,168,5,3350,168,0,0,0,71,6655,4725,71,6655,4725,0,0,0,6,3416,205,0,0,0
"경기도",2063,90331,2046,89925,1841,4550,83757,502,4123,20697,502,4123,20697,0,0,0,1339,4710,63060,856,5418,46375,483,3454,16685,205,3009,6168,17,2389,406
"강원도",3163,90119,2970,85302,2957,2869,84826,2639,2695,71125,609,3399,20700,2030,2484,50425,318,4308,13701,269,4675,12575,49,2297,1126,13,3659,476,193,2496,4817
"충청북도",1108,48210,1045,46712,1033,4464,46117,680,4102,27894,680,4102,27894,0,0,0,353,5162,18223,311,5379,16729,42,3557,1494,12,4955,595,63,2377,1498
"충청남도",2158,90523,2108,89376,2020,4204,84928,881,2839,25012,881,2839,25012,0,0,0,1139,5260,59916,817,5980,48856,322,3435,11060,88,5055,4448,50,2293,1147
"전라북도",2228,142534,2227,142507,2030,6539,132742,725,4635,33605,701,4704,32975,24,2624,630,1305,7597,99137,1238,7801,96572,67,3829,2565,197,4957,9765,1,2744,27
"전라남도",2125,116923,2065,115310,1776,5733,101814,753,4375,32944,753,4375,32944,0,0,0,1023,6732,68870,801,7480,59915,222,4034,8955,289,4670,13496,60,2689,1613
"경상북도",1773,63812,1671,61702,1597,3686,58870,1175,3314,38937,1161,3323,38580,14,2550,357,422,4723,19933,412,4752,19577,10,3557,356,74,3827,2832,102,2069,2110
"경상남도",958,41094,514,25270,441,4952,21837,178,3806,6775,85,3300,2805,93,4269,3970,263,5727,15062,257,5767,14820,6,4034,242,73,4703,3433,444,3564,15824
"제주도",8124,419705,6637,353519,6637,5326,353519,5769,4550,262490,5769,4550,262490,0,0,0,868,10487,91029,868,10487,91029,0,0,0,0,0,0,1487,4451,66186
