"시도별",2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001
"시도별",근채류:면적 (ha),생산량 (톤),무:면적 (ha),생산량 (톤),노지무:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지봄무:면적 (ha),10a당 생산량 (kg),생산량 (톤),일반봄무:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지무:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을무:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을일반무:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을총각무:면적 (ha),10a당 생산량 (kg),생산량 (톤),시설무:면적 (ha),10a당 생산량 (kg),생산량 (톤),당근:면적 (ha),10a당 생산량 (kg),생산량 (톤)
"계",43049,1885274,38751,1731869,32548,4613,1501551,18859,3288,620025,15988,3415,506904,4017,2816,113121,13689,6440,881526,12617,6685,843480,1072,3549,38046,6203,3713,230318,4298,3569,153405
"서울특별시",80,1727,80,1727,23,4517,1039,14,3500,490,14,3500,490,0,0,0,9,6100,549,9,6104,549,0,0,0,57,1207,688,0,0,0
"부산광역시",549,24291,383,18730,194,5271,10225,153,5075,7765,167,5075,7765,0,0,0,41,6000,2460,41,5999,2460,0,0,0,189,4500,8505,166,3350,5561
"대구광역시",318,12427,318,12427,168,4464,7499,108,3790,4093,113,3790,4093,0,0,0,60,5677,3406,58,5766,3344,2,3090,62,150,3285,4928,0,0,0
"인천광역시",742,36260,737,36177,509,4581,23318,182,4392,7993,185,4392,7993,0,0,0,327,4687,15325,308,4742,14605,19,3789,720,228,5640,12859,5,1654,83
"광주광역시",759,47978,757,47958,542,7252,39304,102,4545,4636,112,4545,4636,0,0,0,440,7879,34668,440,7879,34668,0,0,0,215,4025,8654,2,1000,20
"대전광역시",211,9824,211,9824,60,4955,2973,22,3614,795,22,3612,795,0,0,0,38,5732,2178,35,5810,2034,3,4815,144,151,4537,6851,0,0,0
"울산광역시",263,12794,217,11405,139,5175,7193,42,3200,1344,43,3200,1344,0,0,0,97,6030,5849,97,6030,5849,0,0,0,78,5400,4212,46,3020,1389
"경기도",6514,260141,6495,259708,4458,4344,193668,2436,3405,82946,2454,3405,82946,0,0,0,2022,5476,110722,1639,6107,100094,383,2775,10628,2037,3242,66040,19,2277,433
"강원도",5864,176350,5151,155438,5071,3003,152268,4554,2743,124931,1700,2994,50898,2854,2594,74033,517,5288,27337,453,5620,25459,64,2934,1878,80,3963,3170,713,2933,20912
"충청북도",2615,99379,2576,98929,2414,3861,93210,2021,3769,76166,2010,3770,75777,11,3536,389,393,4337,17044,328,4859,15938,65,1702,1106,162,3530,5719,39,1153,450
"충청남도",4291,185239,4095,180729,3495,4284,149727,1525,3187,48602,1526,3187,48602,0,0,0,1970,5133,101125,1767,5298,93616,203,3699,7509,600,5167,31002,196,2301,4510
"전라북도",5924,319798,5884,318833,5231,5876,307386,2123,3470,73666,1933,3480,54706,551,3441,18960,3108,7520,233720,2875,7697,221289,233,5335,12431,653,1753,11447,40,2413,965
"전라남도",5179,280627,5094,278561,4103,5817,238673,1768,4041,71445,2308,4041,71445,0,0,0,2335,7162,167228,2247,7300,164031,88,3633,3197,991,4025,39888,85,2430,2066
"경상북도",3521,133683,3325,130037,3090,3933,121516,2249,3187,71684,1865,3223,59948,389,3017,11736,841,5925,49832,832,5956,49554,9,3090,278,235,3626,8521,196,1860,3646
"경상남도",2724,112340,2263,103005,1898,4510,85598,1206,2957,35656,1059,2782,27653,212,3775,8003,692,7217,49942,689,7235,49849,3,3090,93,365,4769,17407,461,2025,9335
"제주도",3495,172416,1165,68381,1153,5894,67954,354,2207,7813,477,2207,7813,0,0,0,799,7527,60141,799,7527,60141,0,0,0,12,3558,427,2330,4465,104035
