"시도별",2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005
"시도별",근채류:면적 (ha),생산량 (톤),무:면적 (ha),생산량 (톤),노지무:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지봄무:면적 (ha),10a당 생산량 (kg),생산량 (톤),일반봄무:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지무:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을무:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을일반무:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을총각무:면적 (ha),10a당 생산량 (kg),생산량 (톤),시설무:면적 (ha),10a당 생산량 (kg),생산량 (톤),당근:면적 (ha),10a당 생산량 (kg),생산량 (톤)
"계",30167,1395170,27130,1277483,22757,4804,1093296,13903,3698,514084,11831,3808,450569,2072,3065,63515,8854,6542,579212,7706,6999,539335,1148,3474,39877,4373,4212,184187,3037,3875,117687
"서울특별시",45,1682,45,1682,23,4539,1044,11,2645,291,11,2643,291,0,0,0,12,6275,753,10,6857,686,2,3339,67,22,2900,638,0,0,0
"부산광역시",252,10783,204,9393,129,4426,5710,109,4161,4535,109,4161,4535,0,0,0,20,5875,1175,20,5877,1175,0,0,0,75,4911,3683,48,2895,1390
"대구광역시",286,13127,286,13127,126,4797,6044,79,3978,3143,79,3979,3143,0,0,0,47,6172,2901,47,6173,2901,0,0,0,160,4427,7083,0,0,0
"인천광역시",461,20284,454,20167,291,5362,15603,87,4043,3517,87,4042,3517,0,0,0,204,5925,12086,193,6003,11586,11,4548,500,163,2800,4564,7,1669,117
"광주광역시",390,23988,387,23965,273,7160,19547,45,4262,1918,45,4263,1918,0,0,0,228,7732,17629,228,7732,17629,0,0,0,114,3875,4418,3,750,23
"대전광역시",113,4065,113,4065,49,4743,2324,18,4000,720,18,4002,720,0,0,0,31,5174,1604,24,5806,1393,7,3021,211,64,2720,1741,0,0,0
"울산광역시",109,5696,109,5696,75,5332,3999,29,4055,1176,29,4055,1176,0,0,0,46,6137,2823,46,6137,2823,0,0,0,34,4991,1697,0,0,0
"경기도",4350,189311,4322,188773,2683,4693,125917,1162,3423,39775,1162,3423,39775,0,0,0,1521,5664,86142,1005,6857,68913,516,3339,17229,1639,3835,62856,28,1920,538
"강원도",3268,109610,2926,98601,2884,3357,96822,2430,3062,74399,779,3362,26190,1651,2920,48209,454,4939,22423,368,5456,20078,86,2727,2345,42,4236,1779,342,3219,11009
"충청북도",1584,72886,1564,72323,1410,4660,65706,1062,4486,47641,1062,4486,47641,0,0,0,348,5191,18065,288,5493,15820,60,3741,2245,154,4297,6617,20,2817,563
"충청남도",2544,125751,2449,123092,2098,5081,106595,872,3778,32944,872,3778,32944,0,0,0,1226,6007,73651,1084,6420,69593,142,2858,4058,351,4700,16497,95,2799,2659
"전라북도",3750,224823,3690,223186,3260,6218,202722,1204,4380,52732,1007,4497,45285,197,3780,7447,2056,7295,149990,1857,7574,140649,199,4694,9341,430,4759,20464,60,2729,1637
"전라남도",2974,158143,2943,157288,2282,5558,126836,1072,3841,41176,1072,3841,41176,0,0,0,1210,7079,85660,1107,7442,82383,103,3182,3277,661,4607,30452,31,2757,855
"경상북도",2148,80405,2009,77724,1833,3879,71103,1285,3010,38679,1129,2970,33531,156,3300,5148,548,5917,32424,527,6043,31847,21,2748,577,176,3762,6621,139,1929,2681
"경상남도",1603,77784,1413,72555,1129,5107,57662,655,3741,24506,587,3713,21795,68,3987,2711,474,6995,33156,473,7004,33129,1,2748,27,284,5244,14893,190,2752,5229
"제주도",6290,276832,4216,185846,4212,4408,185662,3783,3884,146932,3783,3884,146932,0,0,0,429,9028,38730,429,9028,38730,0,0,0,4,4600,184,2074,4387,90986
